Data;Produkt;Przychód;Koszt
11.07.2025;Ziemniaki;11 267,00 zł;6 422,20 zł
22.03.2025;Ziemniaki;1 048,00 zł;314,40 zł
8.09.2025;Marchew;2 658,00 zł;1 594,80 zł
2.05.2025;Pomidory;7 413,00 zł;5 189,10 zł
9.01.2025;Banany;4 061,00 zł;2 639,70 zł
21.06.2025;Ziemniaki;11 125,00 zł;5 228,80 zł
25.01.2025;Pomarańcze;4 588,00 zł;2 706,90 zł
17.10.2025;Pomarańcze;5 905,00 zł;2 775,40 zł
8.05.2025;Ziemniaki;6 591,00 zł;3 427,30 zł
24.05.2025;Pomidory;1 439,00 zł;590,00 zł
24.04.2025;Jabłka;1 202,00 zł;925,50 zł
10.05.2025;Ziemniaki;7 492,00 zł;2 547,30 zł
20.08.2025;Banany;8 182,00 zł;2 454,60 zł
20.08.2025;Gruszki;3 324,00 zł;2 459,80 zł
5.05.2025;Marchew;1 255,00 zł;615,00 zł
2.07.2025;Pomidory;11 377,00 zł;4 437,00 zł
5.08.2025;Pomarańcze;6 561,00 zł;4 264,70 zł
26.02.2025;Gruszki;5 952,00 zł;3 333,10 zł
22.01.2025;Banany;3 619,00 zł;2 678,10 zł
20.07.2025;Pomidory;3 802,00 zł;1 901,00 zł
2.08.2025;Ziemniaki;3 861,00 zł;1 930,50 zł
2.01.2025;Pomidory;9 794,00 zł;5 680,50 zł
21.06.2025;Pomidory;1 893,00 zł;1 230,50 zł
26.06.2025;Banany;5 083,00 zł;3 405,60 zł
1.06.2025;Banany;9 227,00 zł;7 012,50 zł
28.10.2025;Pomidory;11 820,00 zł;8 392,20 zł
19.03.2025;Pomidory;6 568,00 zł;3 415,40 zł
18.04.2025;Pomidory;7 057,00 zł;3 669,60 zł
13.12.2025;Marchew;4 682,00 zł;3 464,70 zł
2.08.2025;Pomarańcze;671,00 zł;362,30 zł
31.01.2025;Gruszki;3 821,00 zł;2 292,60 zł
3.04.2025;Jabłka;9 464,00 zł;5 867,70 zł
1.09.2025;Pomarańcze;5 500,00 zł;2 915,00 zł
10.08.2025;Ziemniaki;11 116,00 zł;4 224,10 zł
26.01.2025;Jabłka;1 845,00 zł;738,00 zł
29.11.2025;Jabłka;2 374,00 zł;1 851,70 zł
18.08.2025;Ziemniaki;3 298,00 zł;1 715,00 zł
17.12.2025;Jabłka;5 867,00 zł;3 637,50 zł
23.01.2025;Ziemniaki;6 701,00 zł;4 221,60 zł
4.10.2025;Jabłka;4 232,00 zł;2 454,60 zł
9.07.2025;Ziemniaki;6 389,00 zł;2 555,60 zł
6.01.2025;Banany;3 609,00 zł;1 876,70 zł
15.04.2025;Pomarańcze;6 645,00 zł;3 588,30 zł
11.03.2025;Banany;2 091,00 zł;731,90 zł
10.07.2025;Marchew;8 064,00 zł;5 322,20 zł
4.02.2025;Marchew;3 031,00 zł;2 030,80 zł
12.02.2025;Gruszki;1 022,00 zł;367,90 zł
2.09.2025;Banany;1 274,00 zł;522,30 zł
13.04.2025;Pomarańcze;3 228,00 zł;1 291,20 zł
5.01.2025;Ziemniaki;4 749,00 zł;2 374,50 zł
12.01.2025;Pomidory;10 206,00 zł;5 511,20 zł
23.09.2025;Marchew;3 552,00 zł;1 278,70 zł
12.01.2025;Pomarańcze;5 836,00 zł;2 159,30 zł
20.12.2025;Gruszki;786,00 zł;495,20 zł
11.06.2025;Banany;9 798,00 zł;7 838,40 zł
11.05.2025;Pomarańcze;5 713,00 zł;1 999,60 zł
5.08.2025;Ziemniaki;5 687,00 zł;4 094,60 zł
27.07.2025;Marchew;526,00 zł;331,40 zł
5.06.2025;Ziemniaki;2 998,00 zł;2 398,40 zł
23.02.2025;Jabłka;1 013,00 zł;780,00 zł
2.02.2025;Banany;11 169,00 zł;7 594,90 zł
13.10.2025;Marchew;5 483,00 zł;2 741,50 zł
29.01.2025;Gruszki;7 461,00 zł;4 924,30 zł
31.10.2025;Marchew;6 762,00 zł;4 327,70 zł
15.01.2025;Ziemniaki;9 700,00 zł;7 566,00 zł
25.08.2025;Marchew;3 279,00 zł;2 164,10 zł
27.10.2025;Jabłka;11 629,00 zł;5 698,20 zł
8.07.2025;Banany;10 023,00 zł;6 214,30 zł
7.12.2025;Pomarańcze;3 694,00 zł;1 329,80 zł
19.06.2025;Banany;9 807,00 zł;4 413,20 zł
25.08.2025;Marchew;11 608,00 zł;5 920,10 zł
15.11.2025;Jabłka;5 151,00 zł;3 554,20 zł
27.03.2025;Banany;7 723,00 zł;5 792,30 zł
19.10.2025;Ziemniaki;7 993,00 zł;4 635,90 zł
5.11.2025;Pomarańcze;7 176,00 zł;4 377,40 zł
30.03.2025;Pomidory;8 519,00 zł;5 196,60 zł
8.10.2025;Ziemniaki;5 797,00 zł;4 289,80 zł
31.05.2025;Gruszki;9 124,00 zł;5 656,90 zł
17.05.2025;Pomarańcze;3 411,00 zł;2 455,90 zł
6.12.2025;Pomarańcze;9 269,00 zł;5 654,10 zł
3.06.2025;Marchew;2 281,00 zł;707,10 zł
17.06.2025;Jabłka;2 990,00 zł;2 152,80 zł
14.11.2025;Pomidory;8 074,00 zł;3 391,10 zł
7.09.2025;Banany;11 287,00 zł;4 966,30 zł
13.12.2025;Gruszki;7 433,00 zł;4 385,50 zł
22.12.2025;Pomidory;4 416,00 zł;2 693,80 zł
2.03.2025;Pomidory;9 956,00 zł;4 380,60 zł
15.12.2025;Banany;4 185,00 zł;1 422,90 zł
21.08.2025;Banany;4 097,00 zł;1 434,00 zł
31.07.2025;Pomidory;7 905,00 zł;3 794,40 zł
23.06.2025;Banany;11 882,00 zł;7 366,80 zł
16.05.2025;Jabłka;6 510,00 zł;3 710,70 zł
5.01.2025;Pomidory;6 141,00 zł;4 114,50 zł
9.07.2025;Banany;6 694,00 zł;3 146,20 zł
5.12.2025;Gruszki;5 602,00 zł;3 193,10 zł
27.05.2025;Jabłka;2 662,00 zł;1 011,60 zł
23.08.2025;Gruszki;5 797,00 zł;2 376,80 zł
26.03.2025;Marchew;11 147,00 zł;5 573,50 zł
24.07.2025;Pomarańcze;11 734,00 zł;7 744,40 zł
25.12.2025;Pomarańcze;8 067,00 zł;6 211,60 zł
6.08.2025;Pomidory;7 332,00 zł;5 499,00 zł
30.12.2025;Pomidory;9 046,00 zł;5 156,20 zł
5.02.2025;Pomarańcze;9 024,00 zł;6 497,30 zł
14.09.2025;Jabłka;7 410,00 zł;4 297,80 zł
20.04.2025;Marchew;8 218,00 zł;3 040,70 zł
5.01.2025;Marchew;10 123,00 zł;3 644,30 zł
23.12.2025;Pomidory;3 849,00 zł;2 040,00 zł
18.07.2025;Pomidory;7 345,00 zł;5 582,20 zł
5.09.2025;Marchew;2 562,00 zł;845,50 zł
2.03.2025;Ziemniaki;7 435,00 zł;2 602,30 zł
12.03.2025;Pomidory;5 348,00 zł;4 064,50 zł
27.09.2025;Jabłka;576,00 zł;293,80 zł
1.10.2025;Jabłka;2 703,00 zł;810,90 zł
10.01.2025;Banany;5 946,00 zł;2 378,40 zł
3.02.2025;Pomidory;936,00 zł;486,70 zł
4.02.2025;Gruszki;5 151,00 zł;3 399,70 zł
24.05.2025;Ziemniaki;3 221,00 zł;998,50 zł
28.08.2025;Ziemniaki;1 731,00 zł;1 090,50 zł
3.08.2025;Banany;8 862,00 zł;6 469,30 zł
7.10.2025;Marchew;5 378,00 zł;2 312,50 zł
3.11.2025;Banany;2 155,00 zł;1 616,30 zł
25.09.2025;Pomarańcze;7 285,00 zł;2 476,90 zł
3.07.2025;Pomarańcze;8 754,00 zł;3 589,10 zł
19.03.2025;Pomidory;7 658,00 zł;5 054,30 zł
15.02.2025;Banany;10 345,00 zł;4 862,20 zł
17.12.2025;Pomidory;10 589,00 zł;8 365,30 zł
17.01.2025;Pomidory;4 218,00 zł;2 066,80 zł
17.12.2025;Pomarańcze;3 753,00 zł;1 388,60 zł
6.05.2025;Banany;3 519,00 zł;1 161,30 zł
24.01.2025;Pomarańcze;5 295,00 zł;3 547,70 zł
15.05.2025;Ziemniaki;8 002,00 zł;4 801,20 zł
7.03.2025;Gruszki;8 613,00 zł;3 014,60 zł
15.11.2025;Pomarańcze;9 207,00 zł;3 222,50 zł
5.06.2025;Pomidory;6 029,00 zł;4 039,40 zł
24.11.2025;Marchew;10 735,00 zł;5 796,90 zł
7.05.2025;Gruszki;3 578,00 zł;1 574,30 zł
28.07.2025;Banany;6 580,00 zł;3 290,00 zł
30.01.2025;Marchew;4 451,00 zł;2 092,00 zł
3.10.2025;Ziemniaki;631,00 zł;410,20 zł
5.06.2025;Jabłka;3 343,00 zł;1 002,90 zł
20.11.2025;Pomidory;4 456,00 zł;2 005,20 zł
30.01.2025;Ziemniaki;4 770,00 zł;2 862,00 zł
21.11.2025;Gruszki;10 382,00 zł;6 333,00 zł
3.07.2025;Pomarańcze;6 948,00 zł;3 196,10 zł
27.05.2025;Marchew;5 248,00 zł;2 886,40 zł
18.04.2025;Marchew;11 426,00 zł;8 341,00 zł
20.07.2025;Pomarańcze;11 583,00 zł;6 254,80 zł
27.05.2025;Pomidory;9 410,00 zł;6 210,60 zł
14.09.2025;Ziemniaki;5 227,00 zł;1 829,50 zł
24.11.2025;Banany;4 908,00 zł;2 159,50 zł
18.10.2025;Jabłka;7 602,00 zł;3 496,90 zł
7.10.2025;Pomarańcze;11 710,00 zł;7 260,20 zł
3.06.2025;Jabłka;5 624,00 zł;4 105,50 zł
12.12.2025;Pomidory;2 850,00 zł;2 109,00 zł
20.01.2025;Pomidory;9 271,00 zł;3 615,70 zł
6.07.2025;Pomidory;7 837,00 zł;2 429,50 zł
6.06.2025;Pomarańcze;1 744,00 zł;1 325,40 zł
7.06.2025;Pomidory;8 761,00 zł;4 292,90 zł
17.07.2025;Marchew;7 934,00 zł;3 570,30 zł
28.12.2025;Gruszki;4 712,00 zł;1 837,70 zł
29.10.2025;Jabłka;3 411,00 zł;1 432,60 zł
7.01.2025;Pomidory;3 156,00 zł;1 325,50 zł
4.04.2025;Jabłka;4 147,00 zł;2 446,70 zł
8.08.2025;Jabłka;4 641,00 zł;1 531,50 zł
18.11.2025;Marchew;7 132,00 zł;2 852,80 zł
9.01.2025;Banany;7 209,00 zł;3 099,90 zł
5.09.2025;Pomidory;10 632,00 zł;3 614,90 zł
26.07.2025;Pomidory;3 912,00 zł;1 799,50 zł
7.06.2025;Ziemniaki;2 741,00 zł;1 178,60 zł
25.10.2025;Marchew;7 067,00 zł;3 180,20 zł
20.05.2025;Gruszki;9 706,00 zł;4 173,60 zł
30.11.2025;Gruszki;611,00 zł;189,40 zł
13.05.2025;Pomarańcze;7 374,00 zł;3 392,00 zł
22.03.2025;Jabłka;7 292,00 zł;5 469,00 zł
4.01.2025;Pomarańcze;2 509,00 zł;1 455,20 zł
1.09.2025;Gruszki;5 570,00 zł;2 283,70 zł
8.09.2025;Gruszki;7 956,00 zł;2 943,70 zł
11.05.2025;Gruszki;611,00 zł;488,80 zł
14.07.2025;Pomidory;8 289,00 zł;4 393,20 zł
21.02.2025;Pomarańcze;6 070,00 zł;4 188,30 zł
11.02.2025;Pomidory;5 497,00 zł;2 638,60 zł
11.07.2025;Gruszki;6 663,00 zł;2 065,50 zł
9.08.2025;Banany;2 218,00 zł;798,50 zł
27.07.2025;Marchew;6 089,00 zł;2 131,20 zł
9.06.2025;Marchew;11 138,00 zł;4 678,00 zł
9.11.2025;Pomarańcze;5 842,00 zł;2 862,60 zł
16.10.2025;Gruszki;11 336,00 zł;4 874,50 zł
22.11.2025;Marchew;7 156,00 zł;3 291,80 zł
19.04.2025;Banany;9 125,00 zł;3 011,30 zł
10.04.2025;Jabłka;4 012,00 zł;1 524,60 zł
2.06.2025;Ziemniaki;5 062,00 zł;3 594,00 zł
3.10.2025;Banany;1 418,00 zł;992,60 zł
1.02.2025;Pomidory;9 275,00 zł;5 565,00 zł
3.07.2025;Banany;7 813,00 zł;4 687,80 zł
23.03.2025;Pomidory;5 807,00 zł;3 077,70 zł
1.12.2025;Ziemniaki;1 600,00 zł;560,00 zł
8.03.2025;Pomidory;1 242,00 zł;881,80 zł
23.09.2025;Pomarańcze;8 548,00 zł;6 154,60 zł
17.11.2025;Pomidory;9 842,00 zł;3 051,00 zł
9.12.2025;Banany;7 765,00 zł;3 106,00 zł
18.05.2025;Banany;8 408,00 zł;2 522,40 zł
18.11.2025;Marchew;4 185,00 zł;2 385,50 zł
19.08.2025;Gruszki;4 051,00 zł;1 660,90 zł
23.11.2025;Ziemniaki;9 601,00 zł;6 816,70 zł
20.10.2025;Ziemniaki;10 846,00 zł;3 579,20 zł
15.09.2025;Gruszki;2 867,00 zł;2 207,60 zł
3.01.2025;Pomarańcze;11 321,00 zł;6 339,80 zł
3.08.2025;Marchew;2 780,00 zł;2 140,60 zł
8.12.2025;Gruszki;1 366,00 zł;942,50 zł
21.01.2025;Banany;3 493,00 zł;1 432,10 zł
21.03.2025;Gruszki;7 067,00 zł;3 180,20 zł
15.12.2025;Jabłka;2 726,00 zł;1 390,30 zł
25.04.2025;Gruszki;10 541,00 zł;4 532,60 zł
25.01.2025;Ziemniaki;10 999,00 zł;8 139,30 zł
13.03.2025;Banany;5 809,00 zł;2 846,40 zł
8.01.2025;Banany;6 539,00 zł;3 138,70 zł
5.09.2025;Banany;8 346,00 zł;5 758,70 zł
12.01.2025;Pomidory;5 900,00 zł;4 130,00 zł
2.02.2025;Marchew;8 134,00 zł;3 823,00 zł
3.03.2025;Jabłka;4 145,00 zł;1 367,90 zł
24.09.2025;Pomidory;8 129,00 zł;3 658,10 zł
22.01.2025;Ziemniaki;4 534,00 zł;3 309,80 zł
25.08.2025;Pomidory;8 185,00 zł;3 928,80 zł
29.09.2025;Marchew;10 029,00 zł;3 109,00 zł
29.10.2025;Jabłka;7 719,00 zł;5 943,60 zł
17.12.2025;Pomarańcze;10 935,00 zł;8 091,90 zł
8.09.2025;Jabłka;991,00 zł;644,20 zł
31.12.2025;Pomarańcze;1 737,00 zł;1 285,40 zł
27.09.2025;Banany;3 572,00 zł;1 393,10 zł
19.11.2025;Pomarańcze;5 666,00 zł;1 983,10 zł
13.03.2025;Jabłka;8 887,00 zł;6 487,50 zł
9.05.2025;Ziemniaki;9 390,00 zł;3 568,20 zł
21.08.2025;Jabłka;11 482,00 zł;3 789,10 zł
25.07.2025;Ziemniaki;11 286,00 zł;3 950,10 zł
30.05.2025;Gruszki;7 451,00 zł;3 203,90 zł
8.09.2025;Banany;6 170,00 zł;4 627,50 zł
16.08.2025;Gruszki;11 014,00 zł;5 727,30 zł
17.08.2025;Jabłka;817,00 zł;416,70 zł
15.04.2025;Jabłka;10 302,00 zł;7 314,40 zł
24.10.2025;Pomarańcze;7 155,00 zł;3 935,30 zł
13.02.2025;Ziemniaki;5 681,00 zł;3 351,80 zł
10.11.2025;Gruszki;4 944,00 zł;2 027,00 zł
1.10.2025;Pomidory;6 190,00 zł;2 104,60 zł
9.12.2025;Jabłka;2 986,00 zł;1 851,30 zł
26.07.2025;Pomarańcze;6 148,00 zł;3 504,40 zł
12.08.2025;Ziemniaki;5 249,00 zł;3 411,90 zł
23.01.2025;Gruszki;11 283,00 zł;5 641,50 zł
27.11.2025;Ziemniaki;4 976,00 zł;2 637,30 zł
26.06.2025;Pomarańcze;8 948,00 zł;4 563,50 zł
22.03.2025;Marchew;2 247,00 zł;853,90 zł
1.03.2025;Jabłka;6 247,00 zł;3 123,50 zł
21.02.2025;Gruszki;11 388,00 zł;7 857,70 zł
30.11.2025;Ziemniaki;8 019,00 zł;4 330,30 zł
23.07.2025;Marchew;1 878,00 zł;1 258,30 zł
10.09.2025;Gruszki;9 286,00 zł;6 685,90 zł
17.11.2025;Gruszki;9 825,00 zł;3 537,00 zł
17.04.2025;Banany;10 755,00 zł;7 528,50 zł
31.12.2025;Gruszki;2 443,00 zł;1 539,10 zł
1.09.2025;Jabłka;714,00 zł;407,00 zł
14.03.2025;Jabłka;8 556,00 zł;4 962,50 zł
6.06.2025;Ziemniaki;5 032,00 zł;3 170,20 zł
28.03.2025;Gruszki;11 415,00 zł;3 767,00 zł
13.05.2025;Jabłka;5 495,00 zł;3 132,20 zł
28.05.2025;Jabłka;3 045,00 zł;2 314,20 zł
4.10.2025;Marchew;6 418,00 zł;2 310,50 zł
30.01.2025;Marchew;4 566,00 zł;1 643,80 zł
4.05.2025;Marchew;8 783,00 zł;5 006,30 zł
17.12.2025;Pomarańcze;3 242,00 zł;2 139,70 zł
1.05.2025;Banany;8 639,00 zł;2 937,30 zł
3.06.2025;Pomidory;8 258,00 zł;5 615,40 zł
12.07.2025;Pomarańcze;8 420,00 zł;4 462,60 zł
26.07.2025;Ziemniaki;3 557,00 zł;1 956,40 zł
24.03.2025;Banany;5 855,00 zł;3 747,20 zł
5.05.2025;Jabłka;5 285,00 zł;2 114,00 zł
5.01.2025;Marchew;5 413,00 zł;3 139,50 zł
30.03.2025;Pomidory;3 169,00 zł;2 471,80 zł
27.09.2025;Ziemniaki;2 873,00 zł;976,80 zł
5.12.2025;Marchew;1 067,00 zł;458,80 zł
13.09.2025;Pomidory;3 839,00 zł;1 228,50 zł
14.08.2025;Banany;7 943,00 zł;4 845,20 zł
21.03.2025;Banany;7 201,00 zł;2 808,40 zł
20.03.2025;Marchew;696,00 zł;529,00 zł
16.08.2025;Marchew;11 282,00 zł;7 558,90 zł
27.06.2025;Gruszki;7 468,00 zł;4 406,10 zł
7.07.2025;Jabłka;2 232,00 zł;1 205,30 zł
10.03.2025;Pomarańcze;6 044,00 zł;4 774,80 zł
30.03.2025;Pomidory;9 227,00 zł;5 997,60 zł
10.07.2025;Marchew;2 512,00 zł;929,40 zł
3.03.2025;Ziemniaki;9 591,00 zł;5 179,10 zł
10.05.2025;Banany;10 933,00 zł;6 559,80 zł
16.03.2025;Jabłka;2 968,00 zł;1 988,60 zł
24.04.2025;Jabłka;6 930,00 zł;5 405,40 zł
8.09.2025;Pomarańcze;9 519,00 zł;7 139,30 zł
7.04.2025;Banany;913,00 zł;584,30 zł
20.10.2025;Marchew;11 670,00 zł;7 118,70 zł
23.04.2025;Jabłka;586,00 zł;398,50 zł
29.05.2025;Banany;3 089,00 zł;2 131,40 zł
10.08.2025;Banany;6 082,00 zł;4 074,90 zł
9.08.2025;Ziemniaki;11 012,00 zł;3 634,00 zł
1.12.2025;Gruszki;1 165,00 zł;710,70 zł
1.01.2025;Banany;5 498,00 zł;2 968,90 zł
19.04.2025;Ziemniaki;3 170,00 zł;1 902,00 zł
2.11.2025;Jabłka;3 368,00 zł;1 987,10 zł
27.01.2025;Marchew;8 497,00 zł;3 908,60 zł
27.12.2025;Pomarańcze;6 270,00 zł;3 072,30 zł
21.11.2025;Pomidory;6 823,00 zł;2 319,80 zł
12.07.2025;Gruszki;934,00 zł;401,60 zł
11.05.2025;Jabłka;1 220,00 zł;695,40 zł
14.11.2025;Pomarańcze;7 385,00 zł;3 101,70 zł
8.11.2025;Pomarańcze;9 966,00 zł;4 584,40 zł
21.07.2025;Ziemniaki;9 680,00 zł;3 000,80 zł
30.01.2025;Pomarańcze;6 402,00 zł;4 353,40 zł
2.04.2025;Pomidory;11 962,00 zł;9 450,00 zł
23.11.2025;Ziemniaki;1 533,00 zł;965,80 zł
22.09.2025;Gruszki;9 075,00 zł;5 989,50 zł
1.11.2025;Ziemniaki;2 897,00 zł;2 085,80 zł
20.03.2025;Pomarańcze;10 050,00 zł;6 130,50 zł
27.12.2025;Banany;6 747,00 zł;5 262,70 zł
22.06.2025;Ziemniaki;5 696,00 zł;4 101,10 zł
22.05.2025;Marchew;1 126,00 zł;686,90 zł
15.04.2025;Banany;7 589,00 zł;4 629,30 zł
28.06.2025;Jabłka;4 073,00 zł;1 873,60 zł
11.11.2025;Pomarańcze;9 791,00 zł;5 776,70 zł
25.07.2025;Banany;6 140,00 zł;4 052,40 zł
18.05.2025;Pomarańcze;932,00 zł;643,10 zł
27.06.2025;Banany;3 176,00 zł;2 191,40 zł
20.10.2025;Pomarańcze;8 850,00 zł;3 274,50 zł
29.08.2025;Pomidory;5 485,00 zł;2 852,20 zł
2.06.2025;Ziemniaki;936,00 zł;402,50 zł
24.12.2025;Banany;4 852,00 zł;3 202,30 zł
18.11.2025;Pomidory;7 403,00 zł;5 552,30 zł
23.07.2025;Marchew;9 705,00 zł;5 628,90 zł
13.06.2025;Ziemniaki;704,00 zł;436,50 zł
10.05.2025;Banany;3 692,00 zł;2 436,70 zł
6.12.2025;Marchew;2 949,00 zł;2 064,30 zł
20.11.2025;Pomidory;1 218,00 zł;755,20 zł
24.03.2025;Pomarańcze;10 110,00 zł;3 740,70 zł
4.04.2025;Ziemniaki;7 689,00 zł;5 382,30 zł
23.12.2025;Jabłka;4 081,00 zł;3 264,80 zł
16.05.2025;Marchew;2 022,00 zł;909,90 zł
23.09.2025;Jabłka;1 605,00 zł;529,70 zł
19.08.2025;Pomarańcze;8 250,00 zł;2 640,00 zł
13.12.2025;Gruszki;6 261,00 zł;2 754,80 zł
17.03.2025;Banany;3 988,00 zł;1 794,60 zł
