Data;Produkt;Przychód;Koszt
5.08.2026;Jabłka;7 678,00 zł;4 760,40 zł
5.06.2026;Gruszki;4 098,00 zł;2 458,80 zł
24.09.2026;Banany;3 389,00 zł;1 762,30 zł
11.08.2026;Gruszki;5 228,00 zł;2 248,00 zł
21.09.2026;Jabłka;6 707,00 zł;4 493,70 zł
4.10.2026;Gruszki;6 947,00 zł;4 237,70 zł
25.08.2026;Gruszki;9 882,00 zł;6 423,30 zł
6.06.2026;Gruszki;5 396,00 zł;2 212,40 zł
18.08.2026;Banany;2 075,00 zł;830,00 zł
25.07.2026;Gruszki;5 380,00 zł;2 582,40 zł
2.06.2026;Pomarańcze;8 444,00 zł;4 728,60 zł
7.06.2026;Pomidory;5 388,00 zł;2 155,20 zł
5.08.2026;Jabłka;4 893,00 zł;1 957,20 zł
23.09.2026;Pomidory;1 768,00 zł;636,50 zł
26.02.2026;Ziemniaki;10 655,00 zł;7 352,00 zł
7.11.2026;Pomarańcze;10 384,00 zł;7 788,00 zł
4.10.2026;Pomidory;7 924,00 zł;3 248,80 zł
13.04.2026;Marchew;9 229,00 zł;3 783,90 zł
8.01.2026;Ziemniaki;4 818,00 zł;3 709,90 zł
30.09.2026;Gruszki;4 251,00 zł;1 955,50 zł
4.07.2026;Banany;10 281,00 zł;4 215,20 zł
26.04.2026;Ziemniaki;3 840,00 zł;2 380,80 zł
4.07.2026;Pomidory;3 224,00 zł;1 579,80 zł
25.11.2026;Ziemniaki;3 288,00 zł;2 531,80 zł
6.11.2026;Marchew;3 746,00 zł;2 659,70 zł
28.05.2026;Ziemniaki;787,00 zł;464,30 zł
5.02.2026;Gruszki;5 515,00 zł;1 764,80 zł
25.03.2026;Gruszki;8 162,00 zł;2 775,10 zł
15.12.2026;Pomidory;6 693,00 zł;2 409,50 zł
14.10.2026;Gruszki;8 806,00 zł;4 491,10 zł
5.07.2026;Ziemniaki;11 099,00 zł;4 661,60 zł
26.07.2026;Jabłka;8 745,00 zł;6 733,70 zł
29.01.2026;Pomidory;10 458,00 zł;3 660,30 zł
20.02.2026;Pomidory;6 980,00 zł;3 420,20 zł
31.07.2026;Banany;5 412,00 zł;2 056,60 zł
21.08.2026;Pomidory;6 764,00 zł;3 584,90 zł
27.08.2026;Banany;7 156,00 zł;2 934,00 zł
4.03.2026;Marchew;2 516,00 zł;1 459,30 zł
1.07.2026;Pomarańcze;10 924,00 zł;7 537,60 zł
18.08.2026;Marchew;4 954,00 zł;3 864,10 zł
2.04.2026;Pomidory;9 034,00 zł;4 607,30 zł
30.07.2026;Ziemniaki;4 407,00 zł;3 129,00 zł
12.06.2026;Ziemniaki;4 895,00 zł;3 818,10 zł
1.09.2026;Ziemniaki;10 498,00 zł;7 138,60 zł
21.12.2026;Gruszki;8 681,00 zł;3 819,60 zł
6.04.2026;Jabłka;4 116,00 zł;2 551,90 zł
8.09.2026;Ziemniaki;11 095,00 zł;7 433,70 zł
15.01.2026;Gruszki;1 406,00 zł;885,80 zł
26.09.2026;Ziemniaki;9 730,00 zł;2 919,00 zł
3.12.2026;Ziemniaki;9 778,00 zł;7 529,10 zł
10.01.2026;Pomidory;8 617,00 zł;5 859,60 zł
29.01.2026;Gruszki;6 175,00 zł;2 161,30 zł
18.06.2026;Jabłka;5 509,00 zł;1 983,20 zł
4.08.2026;Marchew;3 987,00 zł;2 910,50 zł
25.04.2026;Marchew;2 987,00 zł;2 359,70 zł
17.02.2026;Banany;10 983,00 zł;7 139,00 zł
25.08.2026;Gruszki;4 663,00 zł;2 891,10 zł
3.11.2026;Ziemniaki;7 446,00 zł;4 616,50 zł
12.08.2026;Pomidory;809,00 zł;639,10 zł
26.05.2026;Gruszki;6 069,00 zł;3 095,20 zł
21.07.2026;Marchew;9 245,00 zł;6 286,60 zł
10.01.2026;Gruszki;7 911,00 zł;2 452,40 zł
29.04.2026;Ziemniaki;8 447,00 zł;3 885,60 zł
9.10.2026;Pomidory;10 920,00 zł;6 333,60 zł
30.03.2026;Jabłka;1 756,00 zł;1 352,10 zł
18.10.2026;Banany;3 525,00 zł;2 044,50 zł
24.06.2026;Pomidory;5 369,00 zł;3 114,00 zł
26.08.2026;Ziemniaki;9 680,00 zł;3 194,40 zł
29.11.2026;Pomidory;9 597,00 zł;6 526,00 zł
18.11.2026;Pomidory;3 148,00 zł;944,40 zł
21.10.2026;Gruszki;930,00 zł;344,10 zł
4.10.2026;Banany;7 431,00 zł;4 161,40 zł
25.11.2026;Ziemniaki;3 176,00 zł;1 238,60 zł
24.12.2026;Marchew;4 997,00 zł;3 148,10 zł
23.02.2026;Banany;7 588,00 zł;3 718,10 zł
16.11.2026;Marchew;10 362,00 zł;3 315,80 zł
6.06.2026;Pomidory;7 714,00 zł;4 551,30 zł
6.12.2026;Pomidory;6 183,00 zł;3 091,50 zł
31.05.2026;Jabłka;9 679,00 zł;5 226,70 zł
17.11.2026;Jabłka;10 357,00 zł;7 042,80 zł
28.09.2026;Marchew;7 259,00 zł;5 299,10 zł
9.12.2026;Jabłka;4 943,00 zł;2 323,20 zł
28.12.2026;Jabłka;3 200,00 zł;1 184,00 zł
13.06.2026;Marchew;2 916,00 zł;1 574,60 zł
9.08.2026;Marchew;4 123,00 zł;1 690,40 zł
21.10.2026;Banany;10 195,00 zł;7 034,60 zł
25.06.2026;Gruszki;6 367,00 zł;2 037,40 zł
7.09.2026;Gruszki;11 749,00 zł;6 579,40 zł
29.03.2026;Ziemniaki;4 039,00 zł;2 423,40 zł
6.05.2026;Jabłka;6 319,00 zł;2 211,70 zł
22.11.2026;Pomidory;2 703,00 zł;1 216,40 zł
14.02.2026;Ziemniaki;11 931,00 zł;8 351,70 zł
11.08.2026;Gruszki;7 313,00 zł;4 460,90 zł
20.11.2026;Marchew;5 780,00 zł;2 485,40 zł
20.02.2026;Gruszki;1 027,00 zł;801,10 zł
22.12.2026;Marchew;11 064,00 zł;3 319,20 zł
9.05.2026;Pomarańcze;4 296,00 zł;2 620,60 zł
25.11.2026;Pomidory;10 168,00 zł;3 253,80 zł
27.10.2026;Pomidory;8 699,00 zł;3 566,60 zł
31.05.2026;Pomidory;1 479,00 zł;783,90 zł
12.05.2026;Gruszki;6 412,00 zł;2 628,90 zł
20.10.2026;Jabłka;3 373,00 zł;2 698,40 zł
20.09.2026;Pomarańcze;8 859,00 zł;5 581,20 zł
4.05.2026;Banany;7 075,00 zł;2 547,00 zł
22.04.2026;Banany;3 634,00 zł;1 962,40 zł
22.07.2026;Gruszki;4 747,00 zł;2 278,60 zł
11.12.2026;Ziemniaki;11 708,00 zł;3 863,60 zł
5.10.2026;Marchew;9 700,00 zł;7 275,00 zł
14.09.2026;Pomarańcze;2 476,00 zł;940,90 zł
29.07.2026;Pomidory;11 882,00 zł;7 723,30 zł
3.04.2026;Gruszki;1 365,00 zł;1 037,40 zł
10.01.2026;Banany;10 205,00 zł;4 082,00 zł
12.03.2026;Banany;5 486,00 zł;2 962,40 zł
19.11.2026;Gruszki;7 372,00 zł;5 086,70 zł
25.03.2026;Jabłka;5 113,00 zł;3 732,50 zł
8.11.2026;Ziemniaki;7 722,00 zł;5 405,40 zł
21.01.2026;Gruszki;10 981,00 zł;6 259,20 zł
29.11.2026;Gruszki;11 721,00 zł;7 267,00 zł
15.03.2026;Jabłka;10 780,00 zł;8 300,60 zł
7.08.2026;Banany;3 004,00 zł;2 343,10 zł
1.06.2026;Jabłka;2 043,00 zł;1 450,50 zł
21.05.2026;Pomidory;893,00 zł;276,80 zł
10.02.2026;Pomarańcze;7 940,00 zł;5 002,20 zł
18.04.2026;Pomarańcze;6 132,00 zł;3 617,90 zł
14.09.2026;Marchew;3 496,00 zł;2 062,60 zł
20.01.2026;Banany;1 008,00 zł;564,50 zł
6.12.2026;Gruszki;9 016,00 zł;5 589,90 zł
30.08.2026;Ziemniaki;6 736,00 zł;4 647,80 zł
13.12.2026;Banany;11 771,00 zł;7 651,20 zł
22.11.2026;Gruszki;4 002,00 zł;2 641,30 zł
10.08.2026;Pomidory;9 749,00 zł;7 409,20 zł
28.03.2026;Jabłka;7 648,00 zł;2 600,30 zł
24.12.2026;Pomarańcze;2 921,00 zł;1 606,60 zł
4.11.2026;Pomidory;9 466,00 zł;3 597,10 zł
24.02.2026;Gruszki;9 886,00 zł;3 756,70 zł
10.03.2026;Gruszki;11 722,00 zł;4 102,70 zł
9.01.2026;Ziemniaki;11 552,00 zł;4 389,80 zł
11.02.2026;Pomidory;10 198,00 zł;7 444,50 zł
16.01.2026;Gruszki;9 755,00 zł;6 145,70 zł
13.04.2026;Gruszki;11 282,00 zł;7 784,60 zł
11.09.2026;Banany;8 623,00 zł;6 725,90 zł
28.08.2026;Marchew;6 119,00 zł;3 365,50 zł
20.05.2026;Marchew;6 530,00 zł;4 897,50 zł
28.12.2026;Ziemniaki;7 555,00 zł;4 155,30 zł
28.11.2026;Pomidory;3 029,00 zł;1 241,90 zł
1.10.2026;Jabłka;9 855,00 zł;6 011,60 zł
23.01.2026;Pomarańcze;603,00 zł;307,50 zł
10.10.2026;Pomarańcze;9 064,00 zł;3 716,20 zł
27.04.2026;Ziemniaki;3 245,00 zł;1 914,60 zł
25.03.2026;Gruszki;9 084,00 zł;6 449,60 zł
18.07.2026;Jabłka;524,00 zł;398,20 zł
23.02.2026;Gruszki;2 263,00 zł;1 787,80 zł
7.02.2026;Gruszki;5 611,00 zł;2 525,00 zł
10.02.2026;Banany;4 998,00 zł;3 398,60 zł
8.08.2026;Jabłka;4 159,00 zł;2 994,50 zł
22.08.2026;Banany;964,00 zł;347,00 zł
3.03.2026;Banany;10 200,00 zł;6 630,00 zł
3.07.2026;Ziemniaki;11 374,00 zł;5 004,60 zł
17.09.2026;Gruszki;3 629,00 zł;2 395,10 zł
9.06.2026;Pomarańcze;993,00 zł;446,90 zł
20.01.2026;Marchew;11 437,00 zł;6 404,70 zł
15.10.2026;Gruszki;4 882,00 zł;2 099,30 zł
21.01.2026;Pomidory;10 390,00 zł;4 987,20 zł
21.03.2026;Jabłka;1 975,00 zł;612,30 zł
27.05.2026;Marchew;9 420,00 zł;5 746,20 zł
29.05.2026;Gruszki;2 928,00 zł;1 786,10 zł
7.04.2026;Jabłka;7 216,00 zł;3 102,90 zł
2.07.2026;Pomidory;1 798,00 zł;1 438,40 zł
26.05.2026;Jabłka;7 631,00 zł;4 807,50 zł
9.05.2026;Marchew;9 819,00 zł;3 436,70 zł
17.02.2026;Pomarańcze;3 687,00 zł;1 991,00 zł
2.01.2026;Ziemniaki;4 922,00 zł;2 264,10 zł
11.10.2026;Ziemniaki;3 562,00 zł;2 137,20 zł
20.01.2026;Gruszki;5 561,00 zł;1 668,30 zł
10.01.2026;Banany;639,00 zł;345,10 zł
31.12.2026;Pomarańcze;4 390,00 zł;2 326,70 zł
2.10.2026;Banany;9 820,00 zł;3 240,60 zł
5.03.2026;Marchew;7 270,00 zł;4 798,20 zł
17.11.2026;Banany;9 648,00 zł;5 113,40 zł
18.12.2026;Marchew;5 499,00 zł;2 199,60 zł
30.08.2026;Gruszki;3 613,00 zł;1 192,30 zł
24.08.2026;Pomarańcze;5 289,00 zł;3 490,70 zł
22.03.2026;Pomarańcze;2 577,00 zł;1 649,30 zł
15.04.2026;Pomarańcze;5 340,00 zł;4 111,80 zł
9.07.2026;Banany;1 506,00 zł;753,00 zł
10.03.2026;Marchew;8 462,00 zł;5 838,80 zł
22.03.2026;Jabłka;6 397,00 zł;4 222,00 zł
4.05.2026;Banany;6 783,00 zł;3 255,80 zł
27.11.2026;Ziemniaki;10 784,00 zł;4 097,90 zł
10.12.2026;Gruszki;3 879,00 zł;1 706,80 zł
9.09.2026;Banany;651,00 zł;455,70 zł
13.01.2026;Banany;8 782,00 zł;3 425,00 zł
5.11.2026;Pomidory;8 780,00 zł;5 882,60 zł
15.12.2026;Jabłka;4 749,00 zł;1 994,60 zł
20.03.2026;Banany;9 719,00 zł;7 386,40 zł
25.09.2026;Pomidory;5 070,00 zł;2 078,70 zł
28.11.2026;Pomarańcze;3 381,00 zł;1 656,70 zł
21.07.2026;Pomarańcze;8 397,00 zł;6 045,80 zł
17.03.2026;Pomarańcze;1 392,00 zł;584,60 zł
24.09.2026;Pomidory;1 509,00 zł;980,90 zł
20.11.2026;Pomarańcze;725,00 zł;565,50 zł
16.09.2026;Marchew;6 831,00 zł;2 595,80 zł
8.07.2026;Jabłka;1 426,00 zł;912,60 zł
5.11.2026;Gruszki;10 691,00 zł;6 521,50 zł
2.01.2026;Gruszki;3 071,00 zł;1 934,70 zł
5.04.2026;Pomarańcze;3 861,00 zł;2 355,20 zł
9.02.2026;Banany;11 995,00 zł;4 918,00 zł
26.12.2026;Pomarańcze;4 170,00 zł;3 252,60 zł
8.10.2026;Pomidory;8 981,00 zł;3 592,40 zł
10.01.2026;Pomidory;7 417,00 zł;3 782,70 zł
23.09.2026;Pomidory;8 152,00 zł;3 994,50 zł
5.03.2026;Pomarańcze;6 656,00 zł;1 996,80 zł
8.04.2026;Gruszki;4 609,00 zł;2 627,10 zł
5.08.2026;Marchew;1 653,00 zł;826,50 zł
4.08.2026;Banany;2 346,00 zł;1 313,80 zł
7.01.2026;Pomarańcze;3 969,00 zł;2 063,90 zł
16.02.2026;Jabłka;2 131,00 zł;1 619,60 zł
10.04.2026;Marchew;10 024,00 zł;7 317,50 zł
24.04.2026;Marchew;5 985,00 zł;2 813,00 zł
23.07.2026;Pomarańcze;4 198,00 zł;1 511,30 zł
22.07.2026;Banany;9 163,00 zł;3 756,80 zł
22.05.2026;Pomidory;3 898,00 zł;2 806,60 zł
20.08.2026;Marchew;2 538,00 zł;1 522,80 zł
5.06.2026;Gruszki;5 729,00 zł;3 494,70 zł
28.12.2026;Ziemniaki;5 775,00 zł;3 118,50 zł
5.07.2026;Marchew;10 998,00 zł;7 588,60 zł
14.02.2026;Pomarańcze;6 092,00 zł;4 508,10 zł
23.02.2026;Marchew;10 019,00 zł;6 512,40 zł
24.01.2026;Jabłka;4 559,00 zł;3 008,90 zł
16.10.2026;Jabłka;2 653,00 zł;1 432,60 zł
23.06.2026;Ziemniaki;4 147,00 zł;2 115,00 zł
20.04.2026;Ziemniaki;6 492,00 zł;3 700,40 zł
29.06.2026;Ziemniaki;5 835,00 zł;4 434,60 zł
4.12.2026;Jabłka;3 675,00 zł;1 212,80 zł
4.01.2026;Pomarańcze;6 047,00 zł;4 353,80 zł
6.09.2026;Pomarańcze;11 575,00 zł;8 797,00 zł
30.09.2026;Marchew;10 533,00 zł;6 109,10 zł
13.05.2026;Pomarańcze;3 118,00 zł;1 559,00 zł
18.12.2026;Gruszki;9 708,00 zł;7 378,10 zł
21.06.2026;Marchew;3 899,00 zł;2 807,30 zł
18.12.2026;Banany;5 219,00 zł;2 452,90 zł
24.06.2026;Gruszki;3 161,00 zł;1 580,50 zł
20.12.2026;Jabłka;11 270,00 zł;4 846,10 zł
13.07.2026;Pomidory;10 106,00 zł;6 265,70 zł
22.08.2026;Pomidory;7 862,00 zł;2 673,10 zł
18.07.2026;Ziemniaki;8 196,00 zł;5 245,40 zł
14.08.2026;Marchew;7 839,00 zł;4 389,80 zł
3.04.2026;Jabłka;9 308,00 zł;3 350,90 zł
5.12.2026;Marchew;4 621,00 zł;2 541,60 zł
28.07.2026;Jabłka;784,00 zł;619,40 zł
16.05.2026;Pomarańcze;1 654,00 zł;512,70 zł
3.08.2026;Pomarańcze;4 291,00 zł;1 973,90 zł
4.07.2026;Jabłka;3 144,00 zł;1 666,30 zł
25.02.2026;Banany;2 343,00 zł;890,30 zł
23.01.2026;Pomarańcze;2 385,00 zł;787,10 zł
4.12.2026;Ziemniaki;7 896,00 zł;3 474,20 zł
20.05.2026;Pomarańcze;8 955,00 zł;3 402,90 zł
6.02.2026;Pomidory;8 089,00 zł;3 235,60 zł
29.11.2026;Jabłka;7 159,00 zł;4 724,90 zł
5.09.2026;Pomidory;8 562,00 zł;4 880,30 zł
7.01.2026;Pomarańcze;2 174,00 zł;1 608,80 zł
27.10.2026;Jabłka;7 847,00 zł;5 179,00 zł
2.12.2026;Banany;6 364,00 zł;2 800,20 zł
19.10.2026;Pomidory;7 847,00 zł;2 511,00 zł
16.01.2026;Gruszki;7 476,00 zł;2 766,10 zł
23.12.2026;Jabłka;6 877,00 zł;2 750,80 zł
11.06.2026;Jabłka;10 509,00 zł;7 146,10 zł
1.09.2026;Banany;7 459,00 zł;2 983,60 zł
8.06.2026;Ziemniaki;6 524,00 zł;3 392,50 zł
7.11.2026;Pomidory;7 019,00 zł;4 422,00 zł
12.11.2026;Marchew;1 253,00 zł;538,80 zł
9.12.2026;Jabłka;6 181,00 zł;2 843,30 zł
15.04.2026;Gruszki;11 606,00 zł;6 615,40 zł
2.07.2026;Jabłka;4 330,00 zł;1 299,00 zł
22.04.2026;Gruszki;967,00 zł;454,50 zł
