Data;Produkt;Przychód;Koszt
27.10.2026;Banany;10 307,00 zł;4 741,20 zł
26.01.2026;Pomarańcze;755,00 zł;513,40 zł
27.10.2026;Gruszki;10 828,00 zł;4 439,50 zł
22.02.2026;Pomarańcze;4 865,00 zł;3 600,10 zł
6.07.2026;Jabłka;8 781,00 zł;4 127,10 zł
14.04.2026;Marchew;3 296,00 zł;2 472,00 zł
29.08.2026;Jabłka;5 196,00 zł;1 610,80 zł
10.01.2026;Jabłka;2 333,00 zł;793,20 zł
27.05.2026;Marchew;6 556,00 zł;5 179,20 zł
16.07.2026;Banany;1 192,00 zł;679,40 zł
13.09.2026;Pomarańcze;8 970,00 zł;6 548,10 zł
7.01.2026;Pomidory;5 155,00 zł;1 855,80 zł
13.09.2026;Marchew;11 858,00 zł;7 233,40 zł
8.07.2026;Banany;6 654,00 zł;4 924,00 zł
23.12.2026;Banany;7 710,00 zł;5 088,60 zł
9.02.2026;Pomarańcze;9 072,00 zł;2 812,30 zł
22.07.2026;Ziemniaki;7 973,00 zł;3 029,70 zł
14.04.2026;Ziemniaki;3 524,00 zł;1 127,70 zł
25.06.2026;Marchew;4 186,00 zł;1 883,70 zł
5.06.2026;Jabłka;976,00 zł;390,40 zł
14.08.2026;Banany;6 212,00 zł;4 534,80 zł
11.01.2026;Gruszki;6 939,00 zł;5 551,20 zł
26.12.2026;Ziemniaki;3 544,00 zł;1 559,40 zł
19.11.2026;Ziemniaki;2 584,00 zł;1 343,70 zł
31.08.2026;Ziemniaki;2 232,00 zł;848,20 zł
18.07.2026;Ziemniaki;6 130,00 zł;3 555,40 zł
22.03.2026;Pomarańcze;6 296,00 zł;3 022,10 zł
22.10.2026;Marchew;9 857,00 zł;7 294,20 zł
13.02.2026;Pomidory;11 836,00 zł;4 024,20 zł
1.03.2026;Jabłka;885,00 zł;362,90 zł
2.02.2026;Ziemniaki;7 140,00 zł;3 570,00 zł
26.04.2026;Pomidory;6 827,00 zł;5 256,80 zł
2.03.2026;Jabłka;11 343,00 zł;8 167,00 zł
10.10.2026;Pomarańcze;8 245,00 zł;5 359,30 zł
3.09.2026;Pomidory;5 235,00 zł;3 873,90 zł
15.02.2026;Pomarańcze;773,00 zł;494,70 zł
25.06.2026;Banany;10 105,00 zł;5 153,60 zł
26.10.2026;Banany;1 310,00 zł;903,90 zł
23.05.2026;Jabłka;9 095,00 zł;2 910,40 zł
10.06.2026;Pomidory;11 140,00 zł;7 909,40 zł
7.06.2026;Gruszki;9 359,00 zł;3 556,40 zł
23.02.2026;Marchew;10 593,00 zł;5 402,40 zł
28.12.2026;Marchew;10 859,00 zł;8 361,40 zł
21.01.2026;Banany;3 744,00 zł;2 246,40 zł
1.03.2026;Jabłka;10 776,00 zł;8 297,50 zł
13.10.2026;Gruszki;6 745,00 zł;2 428,20 zł
6.11.2026;Pomidory;4 611,00 zł;1 706,10 zł
20.09.2026;Banany;3 334,00 zł;2 633,90 zł
22.05.2026;Ziemniaki;10 115,00 zł;4 652,90 zł
8.09.2026;Pomarańcze;6 328,00 zł;4 999,10 zł
7.08.2026;Banany;10 988,00 zł;4 724,80 zł
1.08.2026;Pomarańcze;5 133,00 zł;1 693,90 zł
27.03.2026;Gruszki;11 799,00 zł;8 967,20 zł
27.10.2026;Jabłka;6 537,00 zł;3 595,40 zł
6.09.2026;Pomarańcze;11 193,00 zł;8 170,90 zł
16.07.2026;Ziemniaki;9 068,00 zł;5 712,80 zł
26.04.2026;Pomarańcze;6 749,00 zł;2 497,10 zł
4.01.2026;Gruszki;8 684,00 zł;4 949,90 zł
26.09.2026;Pomarańcze;4 241,00 zł;3 095,90 zł
6.04.2026;Jabłka;8 815,00 zł;3 702,30 zł
29.08.2026;Pomidory;916,00 zł;284,00 zł
15.09.2026;Ziemniaki;6 449,00 zł;4 191,90 zł
9.05.2026;Pomarańcze;11 839,00 zł;6 156,30 zł
23.02.2026;Pomidory;5 736,00 zł;4 015,20 zł
4.10.2026;Pomidory;1 325,00 zł;583,00 zł
12.09.2026;Banany;11 054,00 zł;4 090,00 zł
1.12.2026;Pomidory;4 329,00 zł;2 077,90 zł
22.04.2026;Gruszki;2 990,00 zł;1 764,10 zł
9.05.2026;Pomidory;6 363,00 zł;1 972,50 zł
19.02.2026;Pomidory;708,00 zł;481,40 zł
13.10.2026;Jabłka;8 724,00 zł;6 717,50 zł
9.12.2026;Marchew;3 361,00 zł;2 621,60 zł
30.04.2026;Banany;11 771,00 zł;7 415,70 zł
9.12.2026;Banany;2 212,00 zł;1 504,20 zł
17.10.2026;Pomarańcze;4 006,00 zł;2 003,00 zł
23.11.2026;Pomarańcze;2 472,00 zł;1 878,70 zł
17.04.2026;Gruszki;11 397,00 zł;6 724,20 zł
7.12.2026;Pomarańcze;3 357,00 zł;2 551,30 zł
20.03.2026;Banany;4 725,00 zł;3 449,30 zł
15.07.2026;Ziemniaki;1 898,00 zł;854,10 zł
26.12.2026;Ziemniaki;529,00 zł;417,90 zł
13.12.2026;Pomarańcze;3 346,00 zł;2 375,70 zł
22.03.2026;Pomarańcze;4 329,00 zł;1 731,60 zł
3.07.2026;Pomidory;5 915,00 zł;3 075,80 zł
24.06.2026;Ziemniaki;1 390,00 zł;1 028,60 zł
21.09.2026;Gruszki;2 118,00 zł;1 122,50 zł
23.03.2026;Banany;6 854,00 zł;4 043,90 zł
8.01.2026;Gruszki;8 753,00 zł;4 551,60 zł
17.06.2026;Gruszki;3 410,00 zł;1 261,70 zł
6.11.2026;Pomidory;5 234,00 zł;3 559,10 zł
11.04.2026;Ziemniaki;514,00 zł;267,30 zł
23.10.2026;Marchew;3 443,00 zł;1 790,40 zł
17.04.2026;Jabłka;10 472,00 zł;3 979,40 zł
7.11.2026;Jabłka;6 463,00 zł;2 455,90 zł
10.09.2026;Ziemniaki;2 951,00 zł;2 360,80 zł
3.06.2026;Gruszki;6 530,00 zł;5 224,00 zł
25.05.2026;Marchew;5 265,00 zł;2 369,30 zł
24.06.2026;Marchew;4 799,00 zł;3 743,20 zł
9.02.2026;Marchew;6 316,00 zł;2 842,20 zł
25.04.2026;Pomarańcze;5 631,00 zł;3 603,80 zł
7.08.2026;Jabłka;3 974,00 zł;2 543,40 zł
4.12.2026;Pomidory;5 238,00 zł;2 304,70 zł
10.04.2026;Banany;8 945,00 zł;7 066,60 zł
15.07.2026;Gruszki;10 015,00 zł;5 808,70 zł
27.12.2026;Banany;9 676,00 zł;4 063,90 zł
7.04.2026;Pomidory;9 420,00 zł;4 427,40 zł
7.05.2026;Ziemniaki;10 592,00 zł;4 554,60 zł
5.09.2026;Pomarańcze;11 405,00 zł;7 185,20 zł
2.11.2026;Marchew;8 395,00 zł;4 029,60 zł
17.06.2026;Pomidory;9 059,00 zł;2 989,50 zł
12.11.2026;Banany;10 792,00 zł;5 180,20 zł
10.11.2026;Marchew;1 231,00 zł;972,50 zł
7.06.2026;Jabłka;4 259,00 zł;2 512,80 zł
27.06.2026;Banany;11 362,00 zł;8 862,40 zł
6.03.2026;Pomarańcze;6 710,00 zł;2 616,90 zł
30.01.2026;Jabłka;8 916,00 zł;6 330,40 zł
22.10.2026;Pomidory;10 583,00 zł;3 809,90 zł
1.07.2026;Gruszki;10 598,00 zł;5 087,00 zł
21.12.2026;Jabłka;4 100,00 zł;1 435,00 zł
27.01.2026;Pomarańcze;4 701,00 zł;3 666,80 zł
3.02.2026;Jabłka;11 963,00 zł;5 622,60 zł
6.06.2026;Jabłka;10 165,00 zł;6 302,30 zł
19.10.2026;Banany;7 769,00 zł;5 749,10 zł
29.09.2026;Ziemniaki;11 170,00 zł;8 712,60 zł
12.04.2026;Gruszki;11 915,00 zł;7 149,00 zł
17.04.2026;Jabłka;11 251,00 zł;7 875,70 zł
26.09.2026;Jabłka;7 515,00 zł;4 509,00 zł
29.05.2026;Ziemniaki;8 736,00 zł;4 018,60 zł
1.02.2026;Pomarańcze;7 344,00 zł;3 598,60 zł
12.01.2026;Pomarańcze;4 162,00 zł;1 664,80 zł
21.12.2026;Marchew;553,00 zł;265,40 zł
6.07.2026;Pomarańcze;1 012,00 zł;323,80 zł
19.05.2026;Pomidory;9 829,00 zł;3 735,00 zł
16.04.2026;Pomarańcze;11 235,00 zł;5 392,80 zł
9.09.2026;Pomidory;6 930,00 zł;4 296,60 zł
30.01.2026;Ziemniaki;10 475,00 zł;5 132,80 zł
18.01.2026;Ziemniaki;4 326,00 zł;2 336,00 zł
3.08.2026;Pomidory;3 289,00 zł;1 315,60 zł
23.03.2026;Ziemniaki;1 363,00 zł;436,20 zł
20.07.2026;Marchew;6 948,00 zł;4 933,10 zł
22.12.2026;Jabłka;8 176,00 zł;5 232,60 zł
28.08.2026;Marchew;6 308,00 zł;4 037,10 zł
9.08.2026;Ziemniaki;8 819,00 zł;6 437,90 zł
25.11.2026;Jabłka;6 371,00 zł;2 548,40 zł
18.08.2026;Pomidory;10 475,00 zł;4 294,80 zł
9.09.2026;Gruszki;10 492,00 zł;7 239,50 zł
8.05.2026;Marchew;2 133,00 zł;1 343,80 zł
9.05.2026;Marchew;1 850,00 zł;999,00 zł
27.12.2026;Marchew;3 408,00 zł;1 158,70 zł
10.09.2026;Gruszki;11 059,00 zł;5 197,70 zł
27.07.2026;Ziemniaki;1 606,00 zł;931,50 zł
23.12.2026;Pomidory;8 533,00 zł;6 314,40 zł
26.01.2026;Jabłka;10 938,00 zł;7 656,60 zł
22.02.2026;Pomarańcze;3 805,00 zł;1 369,80 zł
16.06.2026;Jabłka;10 850,00 zł;4 557,00 zł
27.12.2026;Jabłka;10 647,00 zł;3 939,40 zł
13.07.2026;Pomarańcze;8 090,00 zł;2 912,40 zł
11.10.2026;Banany;2 919,00 zł;1 926,50 zł
9.02.2026;Banany;9 719,00 zł;5 345,50 zł
30.10.2026;Pomarańcze;2 715,00 zł;1 846,20 zł
16.06.2026;Ziemniaki;1 105,00 zł;685,10 zł
2.03.2026;Pomidory;9 690,00 zł;6 201,60 zł
27.03.2026;Gruszki;3 268,00 zł;2 156,90 zł
14.02.2026;Marchew;3 112,00 zł;1 120,30 zł
13.01.2026;Ziemniaki;5 509,00 zł;2 038,30 zł
11.04.2026;Jabłka;5 275,00 zł;4 220,00 zł
22.04.2026;Jabłka;4 590,00 zł;2 754,00 zł
10.05.2026;Marchew;3 499,00 zł;2 694,20 zł
18.09.2026;Marchew;9 136,00 zł;5 847,00 zł
5.10.2026;Ziemniaki;767,00 zł;383,50 zł
30.07.2026;Gruszki;2 187,00 zł;1 181,00 zł
15.12.2026;Banany;5 124,00 zł;1 947,10 zł
7.10.2026;Marchew;8 140,00 zł;2 442,00 zł
29.10.2026;Marchew;2 233,00 zł;1 741,70 zł
15.07.2026;Marchew;8 990,00 zł;7 192,00 zł
23.11.2026;Jabłka;642,00 zł;192,60 zł
16.06.2026;Marchew;8 761,00 zł;3 066,40 zł
23.03.2026;Banany;11 719,00 zł;4 101,70 zł
28.03.2026;Jabłka;9 946,00 zł;6 166,50 zł
31.08.2026;Marchew;7 120,00 zł;2 776,80 zł
18.12.2026;Pomarańcze;4 071,00 zł;2 239,10 zł
6.07.2026;Jabłka;6 779,00 zł;3 931,80 zł
4.05.2026;Pomidory;8 817,00 zł;4 055,80 zł
22.02.2026;Pomidory;9 879,00 zł;5 631,00 zł
19.02.2026;Pomidory;6 450,00 zł;5 160,00 zł
15.12.2026;Banany;9 522,00 zł;3 904,00 zł
29.01.2026;Jabłka;9 938,00 zł;3 577,70 zł
25.07.2026;Banany;10 112,00 zł;3 438,10 zł
21.07.2026;Marchew;6 456,00 zł;3 163,40 zł
24.12.2026;Ziemniaki;9 731,00 zł;5 254,70 zł
29.07.2026;Pomarańcze;1 247,00 zł;523,70 zł
28.03.2026;Ziemniaki;3 548,00 zł;1 454,70 zł
28.12.2026;Marchew;1 536,00 zł;752,60 zł
24.05.2026;Gruszki;3 448,00 zł;1 103,40 zł
16.08.2026;Marchew;3 926,00 zł;2 748,20 zł
13.09.2026;Banany;11 043,00 zł;4 969,40 zł
21.11.2026;Jabłka;7 806,00 zł;4 995,80 zł
10.07.2026;Ziemniaki;6 680,00 zł;4 943,20 zł
24.12.2026;Gruszki;10 880,00 zł;5 113,60 zł
1.08.2026;Gruszki;2 930,00 zł;1 787,30 zł
1.10.2026;Jabłka;4 446,00 zł;2 089,60 zł
22.06.2026;Marchew;1 790,00 zł;1 342,50 zł
24.02.2026;Gruszki;2 336,00 zł;770,90 zł
17.12.2026;Marchew;5 243,00 zł;2 883,70 zł
27.06.2026;Pomarańcze;6 624,00 zł;3 510,70 zł
8.07.2026;Marchew;7 398,00 zł;2 515,30 zł
11.12.2026;Pomidory;1 864,00 zł;671,00 zł
15.07.2026;Marchew;10 012,00 zł;5 106,10 zł
11.06.2026;Marchew;6 788,00 zł;4 004,90 zł
23.01.2026;Gruszki;9 320,00 zł;5 592,00 zł
16.06.2026;Pomarańcze;5 134,00 zł;3 183,10 zł
6.11.2026;Banany;8 544,00 zł;4 015,70 zł
22.02.2026;Banany;2 441,00 zł;1 659,90 zł
24.03.2026;Jabłka;5 573,00 zł;2 284,90 zł
15.09.2026;Ziemniaki;5 291,00 zł;2 751,30 zł
22.08.2026;Pomarańcze;3 225,00 zł;1 064,30 zł
8.07.2026;Gruszki;10 638,00 zł;7 978,50 zł
16.05.2026;Pomarańcze;3 812,00 zł;1 219,80 zł
28.08.2026;Banany;10 929,00 zł;8 743,20 zł
5.11.2026;Gruszki;1 815,00 zł;1 197,90 zł
16.03.2026;Pomidory;4 529,00 zł;2 672,10 zł
16.12.2026;Pomarańcze;10 636,00 zł;5 956,20 zł
15.05.2026;Marchew;4 456,00 zł;2 361,70 zł
4.10.2026;Ziemniaki;4 648,00 zł;1 626,80 zł
11.09.2026;Pomidory;4 062,00 zł;3 209,00 zł
24.02.2026;Ziemniaki;4 732,00 zł;2 839,20 zł
7.11.2026;Marchew;10 972,00 zł;7 899,80 zł
17.07.2026;Pomarańcze;7 809,00 zł;2 498,90 zł
19.12.2026;Ziemniaki;3 324,00 zł;1 628,80 zł
8.12.2026;Jabłka;10 879,00 zł;8 268,00 zł
2.03.2026;Marchew;3 586,00 zł;2 223,30 zł
30.06.2026;Ziemniaki;11 677,00 zł;6 655,90 zł
31.10.2026;Jabłka;11 441,00 zł;6 178,10 zł
19.03.2026;Pomidory;7 297,00 zł;2 262,10 zł
7.01.2026;Jabłka;10 669,00 zł;7 788,40 zł
30.06.2026;Gruszki;11 451,00 zł;6 870,60 zł
7.04.2026;Banany;10 602,00 zł;7 315,40 zł
30.12.2026;Pomidory;4 005,00 zł;2 563,20 zł
8.07.2026;Ziemniaki;4 653,00 zł;2 559,20 zł
1.08.2026;Banany;9 531,00 zł;6 957,60 zł
21.01.2026;Pomidory;6 115,00 zł;4 892,00 zł
4.02.2026;Banany;905,00 zł;407,30 zł
14.06.2026;Gruszki;6 538,00 zł;4 445,80 zł
23.03.2026;Marchew;5 825,00 zł;2 213,50 zł
20.01.2026;Banany;7 992,00 zł;4 555,40 zł
23.12.2026;Marchew;11 814,00 zł;5 552,60 zł
31.05.2026;Marchew;10 500,00 zł;6 405,00 zł
2.03.2026;Marchew;4 603,00 zł;2 945,90 zł
16.08.2026;Marchew;11 746,00 zł;4 111,10 zł
11.11.2026;Ziemniaki;2 621,00 zł;1 808,50 zł
11.04.2026;Jabłka;1 681,00 zł;958,20 zł
3.06.2026;Pomidory;8 174,00 zł;3 024,40 zł
23.01.2026;Pomarańcze;10 545,00 zł;8 119,70 zł
1.12.2026;Pomidory;3 480,00 zł;2 575,20 zł
28.04.2026;Pomidory;10 695,00 zł;5 454,50 zł
23.09.2026;Gruszki;6 031,00 zł;2 714,00 zł
16.12.2026;Gruszki;6 892,00 zł;5 100,10 zł
3.12.2026;Ziemniaki;10 278,00 zł;5 344,60 zł
30.09.2026;Ziemniaki;11 179,00 zł;8 384,30 zł
6.04.2026;Pomidory;9 324,00 zł;3 076,90 zł
12.07.2026;Marchew;8 011,00 zł;5 127,00 zł
8.08.2026;Marchew;10 040,00 zł;5 220,80 zł
18.10.2026;Ziemniaki;11 757,00 zł;5 525,80 zł
28.01.2026;Pomidory;10 531,00 zł;8 108,90 zł
23.11.2026;Gruszki;3 166,00 zł;1 076,40 zł
4.07.2026;Jabłka;8 745,00 zł;6 471,30 zł
27.12.2026;Banany;11 758,00 zł;9 053,70 zł
19.06.2026;Jabłka;1 717,00 zł;892,80 zł
22.05.2026;Gruszki;4 282,00 zł;3 425,60 zł
18.02.2026;Jabłka;10 769,00 zł;8 399,80 zł
7.02.2026;Jabłka;10 692,00 zł;6 415,20 zł
27.02.2026;Pomarańcze;10 067,00 zł;5 234,80 zł
3.10.2026;Jabłka;5 894,00 zł;4 597,30 zł
29.06.2026;Banany;8 723,00 zł;2 704,10 zł
24.06.2026;Marchew;3 682,00 zł;1 804,20 zł
11.03.2026;Pomarańcze;5 551,00 zł;2 831,00 zł
18.04.2026;Gruszki;8 871,00 zł;3 371,00 zł
4.11.2026;Marchew;8 945,00 zł;4 293,60 zł
28.06.2026;Marchew;8 988,00 zł;2 966,00 zł
13.03.2026;Jabłka;1 242,00 zł;943,90 zł
25.01.2026;Banany;4 955,00 zł;1 982,00 zł
12.07.2026;Pomarańcze;8 498,00 zł;4 928,80 zł
24.08.2026;Gruszki;3 475,00 zł;1 807,00 zł
12.09.2026;Pomidory;4 350,00 zł;3 088,50 zł
22.09.2026;Pomidory;9 916,00 zł;5 652,10 zł
8.10.2026;Pomarańcze;8 051,00 zł;4 830,60 zł
12.03.2026;Ziemniaki;9 391,00 zł;6 761,50 zł
15.04.2026;Pomarańcze;10 888,00 zł;7 077,20 zł
16.02.2026;Banany;10 997,00 zł;6 928,10 zł
16.01.2026;Gruszki;7 739,00 zł;2 321,70 zł
10.01.2026;Ziemniaki;8 734,00 zł;6 812,50 zł
5.04.2026;Marchew;11 017,00 zł;8 152,60 zł
7.10.2026;Ziemniaki;6 883,00 zł;2 340,20 zł
17.01.2026;Pomarańcze;9 414,00 zł;6 966,40 zł
24.01.2026;Gruszki;11 133,00 zł;5 009,90 zł
27.03.2026;Gruszki;9 580,00 zł;5 748,00 zł
1.07.2026;Banany;6 014,00 zł;3 548,30 zł
28.06.2026;Marchew;2 145,00 zł;1 458,60 zł
10.08.2026;Jabłka;3 617,00 zł;1 736,20 zł
18.12.2026;Pomidory;6 060,00 zł;2 666,40 zł
14.01.2026;Pomidory;10 053,00 zł;3 015,90 zł
20.10.2026;Marchew;878,00 zł;649,70 zł
14.04.2026;Gruszki;579,00 zł;301,10 zł
11.12.2026;Ziemniaki;11 431,00 zł;6 858,60 zł
6.08.2026;Banany;1 681,00 zł;1 159,90 zł
6.07.2026;Pomidory;11 650,00 zł;8 737,50 zł
6.02.2026;Pomarańcze;6 918,00 zł;3 943,30 zł
15.01.2026;Banany;1 994,00 zł;1 076,80 zł
3.01.2026;Jabłka;9 844,00 zł;4 036,00 zł
9.02.2026;Marchew;10 094,00 zł;6 763,00 zł
27.08.2026;Ziemniaki;9 661,00 zł;5 796,60 zł
15.05.2026;Jabłka;6 333,00 zł;2 343,20 zł
23.11.2026;Banany;4 588,00 zł;3 119,80 zł
14.11.2026;Pomidory;6 358,00 zł;4 005,50 zł
10.03.2026;Pomidory;2 455,00 zł;1 644,90 zł
3.04.2026;Gruszki;9 458,00 zł;6 336,90 zł
22.08.2026;Gruszki;6 710,00 zł;5 300,90 zł
23.05.2026;Marchew;632,00 zł;335,00 zł
1.08.2026;Banany;7 648,00 zł;4 512,30 zł
21.09.2026;Pomarańcze;11 100,00 zł;4 329,00 zł
13.07.2026;Marchew;7 380,00 zł;4 059,00 zł
10.11.2026;Ziemniaki;6 451,00 zł;4 902,80 zł
29.04.2026;Pomidory;6 874,00 zł;4 193,10 zł
25.08.2026;Pomarańcze;3 154,00 zł;1 072,40 zł
8.07.2026;Pomarańcze;3 152,00 zł;945,60 zł
26.12.2026;Pomarańcze;11 965,00 zł;4 307,40 zł
15.11.2026;Gruszki;9 642,00 zł;5 303,10 zł
1.12.2026;Banany;10 772,00 zł;5 816,90 zł
5.07.2026;Pomarańcze;2 468,00 zł;1 777,00 zł
30.08.2026;Pomarańcze;11 694,00 zł;3 742,10 zł
22.05.2026;Marchew;5 694,00 zł;2 505,40 zł
12.05.2026;Pomarańcze;2 631,00 zł;1 131,30 zł
28.05.2026;Pomidory;4 309,00 zł;2 456,10 zł
18.09.2026;Marchew;7 109,00 zł;3 838,90 zł
8.08.2026;Ziemniaki;9 515,00 zł;2 949,70 zł
20.03.2026;Banany;9 488,00 zł;7 590,40 zł
20.10.2026;Marchew;8 108,00 zł;2 432,40 zł
7.04.2026;Pomidory;6 052,00 zł;4 115,40 zł
15.05.2026;Jabłka;10 459,00 zł;6 902,90 zł
18.04.2026;Ziemniaki;8 465,00 zł;5 586,90 zł
26.08.2026;Banany;2 366,00 zł;709,80 zł
11.07.2026;Marchew;6 586,00 zł;1 975,80 zł
4.07.2026;Pomidory;7 026,00 zł;3 723,80 zł
31.07.2026;Pomidory;5 165,00 zł;2 479,20 zł
4.04.2026;Pomarańcze;8 402,00 zł;5 461,30 zł
27.05.2026;Ziemniaki;880,00 zł;589,60 zł
26.01.2026;Jabłka;9 706,00 zł;5 532,40 zł
1.05.2026;Pomarańcze;8 407,00 zł;2 774,30 zł
26.06.2026;Pomarańcze;7 345,00 zł;3 231,80 zł
22.03.2026;Pomidory;10 551,00 zł;3 798,40 zł
21.03.2026;Pomidory;10 356,00 zł;4 453,10 zł
3.12.2026;Banany;10 131,00 zł;7 496,90 zł
2.04.2026;Pomidory;3 389,00 zł;2 643,40 zł
18.07.2026;Pomarańcze;11 918,00 zł;5 482,30 zł
27.04.2026;Pomidory;668,00 zł;427,50 zł
15.12.2026;Jabłka;4 769,00 zł;2 289,10 zł
18.12.2026;Marchew;8 840,00 zł;5 834,40 zł
13.06.2026;Ziemniaki;2 264,00 zł;1 086,70 zł
2.07.2026;Ziemniaki;8 286,00 zł;3 065,80 zł
28.10.2026;Pomidory;1 648,00 zł;527,40 zł
17.04.2026;Banany;2 501,00 zł;1 900,80 zł
29.09.2026;Jabłka;9 366,00 zł;6 462,50 zł
1.04.2026;Jabłka;4 319,00 zł;3 412,00 zł
11.05.2026;Gruszki;6 814,00 zł;2 793,70 zł
8.12.2026;Jabłka;1 421,00 zł;639,50 zł
24.02.2026;Pomarańcze;4 989,00 zł;1 646,40 zł
2.12.2026;Jabłka;3 830,00 zł;1 685,20 zł
23.05.2026;Pomarańcze;11 656,00 zł;7 809,50 zł
12.06.2026;Pomidory;6 451,00 zł;2 644,90 zł
19.02.2026;Marchew;2 110,00 zł;801,80 zł
31.08.2026;Banany;5 461,00 zł;2 785,10 zł
31.08.2026;Marchew;6 643,00 zł;3 321,50 zł
14.07.2026;Banany;10 221,00 zł;3 679,60 zł
14.01.2026;Pomarańcze;5 503,00 zł;2 641,40 zł
18.06.2026;Banany;2 219,00 zł;1 753,00 zł
4.01.2026;Banany;5 246,00 zł;1 888,60 zł
13.08.2026;Pomidory;11 707,00 zł;4 799,90 zł
27.06.2026;Banany;10 419,00 zł;5 522,10 zł
10.07.2026;Banany;7 640,00 zł;5 042,40 zł
16.04.2026;Marchew;11 839,00 zł;7 577,00 zł
5.10.2026;Pomidory;6 855,00 zł;3 907,40 zł
17.01.2026;Jabłka;8 172,00 zł;2 533,30 zł
3.12.2026;Marchew;4 672,00 zł;1 962,20 zł
30.06.2026;Pomarańcze;8 430,00 zł;5 732,40 zł
2.12.2026;Gruszki;9 972,00 zł;6 681,20 zł
21.07.2026;Pomarańcze;2 296,00 zł;1 171,00 zł
16.12.2026;Pomidory;7 703,00 zł;4 159,60 zł
28.06.2026;Banany;8 857,00 zł;6 908,50 zł
4.04.2026;Ziemniaki;10 638,00 zł;6 170,00 zł
21.01.2026;Gruszki;8 037,00 zł;3 295,20 zł
1.06.2026;Jabłka;7 565,00 zł;5 068,60 zł
5.03.2026;Jabłka;8 326,00 zł;4 163,00 zł
2.09.2026;Gruszki;6 272,00 zł;2 257,90 zł
5.06.2026;Pomidory;7 932,00 zł;4 362,60 zł
10.05.2026;Pomarańcze;2 984,00 zł;1 462,20 zł
4.11.2026;Gruszki;10 279,00 zł;8 120,40 zł
28.10.2026;Marchew;1 722,00 zł;1 222,60 zł
8.04.2026;Pomidory;1 430,00 zł;943,80 zł
24.01.2026;Gruszki;4 054,00 zł;1 945,90 zł
21.10.2026;Banany;11 009,00 zł;5 064,10 zł
