Data;Produkt;Przychód;Koszt
8.10.2026;Gruszki;7 075,00 zł;4 245,00 zł
17.05.2026;Jabłka;3 368,00 zł;1 919,80 zł
14.05.2026;Banany;10 449,00 zł;7 836,80 zł
13.11.2026;Ziemniaki;9 293,00 zł;5 018,20 zł
9.07.2026;Pomidory;8 000,00 zł;4 480,00 zł
6.07.2026;Marchew;2 892,00 zł;1 388,20 zł
17.08.2026;Pomidory;5 106,00 zł;3 114,70 zł
3.09.2026;Pomidory;3 863,00 zł;1 622,50 zł
1.02.2026;Gruszki;9 729,00 zł;6 032,00 zł
21.09.2026;Pomarańcze;10 033,00 zł;3 611,90 zł
11.07.2026;Gruszki;1 921,00 zł;710,80 zł
23.04.2026;Pomarańcze;2 556,00 zł;1 865,90 zł
23.01.2026;Gruszki;8 689,00 zł;3 388,70 zł
10.12.2026;Pomarańcze;8 520,00 zł;6 304,80 zł
9.05.2026;Marchew;885,00 zł;699,20 zł
23.07.2026;Pomidory;5 111,00 zł;3 577,70 zł
25.08.2026;Banany;5 958,00 zł;2 502,40 zł
20.03.2026;Pomidory;4 458,00 zł;2 362,70 zł
19.04.2026;Jabłka;10 299,00 zł;6 282,40 zł
1.12.2026;Pomidory;8 397,00 zł;5 038,20 zł
23.12.2026;Pomarańcze;10 351,00 zł;7 142,20 zł
17.09.2026;Ziemniaki;2 360,00 zł;1 557,60 zł
24.01.2026;Pomarańcze;8 832,00 zł;3 179,50 zł
4.12.2026;Banany;10 653,00 zł;8 096,30 zł
13.09.2026;Jabłka;3 658,00 zł;2 231,40 zł
23.06.2026;Jabłka;3 503,00 zł;1 786,50 zł
21.01.2026;Marchew;3 337,00 zł;2 202,40 zł
15.04.2026;Jabłka;668,00 zł;227,10 zł
25.03.2026;Marchew;8 072,00 zł;4 520,30 zł
5.09.2026;Ziemniaki;7 351,00 zł;2 205,30 zł
19.09.2026;Pomidory;8 823,00 zł;6 705,50 zł
4.12.2026;Banany;4 866,00 zł;1 654,40 zł
10.10.2026;Marchew;11 226,00 zł;8 644,00 zł
2.10.2026;Marchew;8 221,00 zł;2 466,30 zł
9.02.2026;Pomidory;10 740,00 zł;6 658,80 zł
12.03.2026;Pomarańcze;11 764,00 zł;7 293,70 zł
18.04.2026;Marchew;5 477,00 zł;3 560,10 zł
27.06.2026;Pomidory;7 635,00 zł;5 497,20 zł
25.08.2026;Pomidory;3 223,00 zł;1 772,70 zł
30.07.2026;Banany;6 880,00 zł;4 678,40 zł
10.12.2026;Marchew;1 594,00 zł;1 179,60 zł
12.11.2026;Jabłka;1 033,00 zł;444,20 zł
2.04.2026;Jabłka;11 373,00 zł;7 051,30 zł
1.08.2026;Gruszki;2 201,00 zł;1 606,70 zł
4.11.2026;Pomarańcze;3 953,00 zł;2 450,90 zł
18.04.2026;Ziemniaki;6 599,00 zł;3 101,50 zł
24.03.2026;Jabłka;6 201,00 zł;2 108,30 zł
5.04.2026;Marchew;9 387,00 zł;7 134,10 zł
18.02.2026;Marchew;3 349,00 zł;1 038,20 zł
20.07.2026;Jabłka;10 355,00 zł;7 145,00 zł
31.08.2026;Jabłka;7 690,00 zł;5 844,40 zł
12.02.2026;Gruszki;9 228,00 zł;5 905,90 zł
10.10.2026;Jabłka;3 311,00 zł;2 648,80 zł
15.09.2026;Ziemniaki;5 776,00 zł;4 447,50 zł
18.02.2026;Pomidory;4 910,00 zł;1 767,60 zł
26.09.2026;Marchew;6 455,00 zł;2 904,80 zł
22.06.2026;Banany;3 212,00 zł;1 092,10 zł
9.05.2026;Gruszki;1 376,00 zł;1 100,80 zł
21.06.2026;Pomarańcze;2 441,00 zł;854,40 zł
22.08.2026;Pomarańcze;6 611,00 zł;2 512,20 zł
29.06.2026;Pomarańcze;6 278,00 zł;4 080,70 zł
16.05.2026;Gruszki;7 561,00 zł;2 948,80 zł
26.01.2026;Marchew;6 294,00 zł;2 517,60 zł
22.12.2026;Marchew;1 772,00 zł;1 116,40 zł
9.11.2026;Pomarańcze;11 914,00 zł;3 574,20 zł
6.10.2026;Jabłka;1 742,00 zł;818,70 zł
8.08.2026;Marchew;7 819,00 zł;5 473,30 zł
27.08.2026;Banany;6 699,00 zł;4 622,30 zł
22.04.2026;Ziemniaki;5 008,00 zł;2 954,70 zł
24.06.2026;Ziemniaki;5 213,00 zł;3 179,90 zł
18.07.2026;Gruszki;9 847,00 zł;4 332,70 zł
16.01.2026;Pomarańcze;9 250,00 zł;5 365,00 zł
20.04.2026;Gruszki;8 771,00 zł;7 016,80 zł
3.11.2026;Gruszki;5 402,00 zł;4 159,50 zł
26.01.2026;Banany;9 892,00 zł;4 649,20 zł
14.05.2026;Marchew;5 563,00 zł;2 225,20 zł
29.01.2026;Jabłka;8 532,00 zł;3 071,50 zł
15.03.2026;Gruszki;8 396,00 zł;4 617,80 zł
17.06.2026;Gruszki;3 095,00 zł;2 445,10 zł
19.10.2026;Pomidory;4 482,00 zł;3 451,10 zł
5.10.2026;Gruszki;10 540,00 zł;7 694,20 zł
31.07.2026;Pomidory;2 173,00 zł;1 651,50 zł
6.03.2026;Marchew;6 471,00 zł;5 112,10 zł
23.08.2026;Jabłka;3 358,00 zł;1 443,90 zł
7.11.2026;Pomidory;4 339,00 zł;2 082,70 zł
16.12.2026;Jabłka;9 987,00 zł;7 989,60 zł
13.08.2026;Pomidory;7 909,00 zł;3 242,70 zł
10.04.2026;Jabłka;9 249,00 zł;4 069,60 zł
19.04.2026;Ziemniaki;10 689,00 zł;6 413,40 zł
9.09.2026;Marchew;10 316,00 zł;4 435,90 zł
27.11.2026;Jabłka;1 811,00 zł;1 376,40 zł
14.01.2026;Marchew;9 114,00 zł;5 741,80 zł
15.07.2026;Jabłka;5 061,00 zł;4 048,80 zł
8.08.2026;Pomarańcze;3 513,00 zł;1 721,40 zł
30.10.2026;Pomarańcze;6 602,00 zł;3 367,00 zł
22.05.2026;Banany;4 449,00 zł;2 224,50 zł
13.04.2026;Banany;10 467,00 zł;7 954,90 zł
19.05.2026;Jabłka;5 286,00 zł;3 594,50 zł
17.06.2026;Pomidory;5 314,00 zł;3 666,70 zł
4.12.2026;Banany;10 836,00 zł;6 393,20 zł
19.01.2026;Pomidory;8 171,00 zł;2 859,90 zł
14.06.2026;Jabłka;10 353,00 zł;7 247,10 zł
4.10.2026;Gruszki;7 136,00 zł;4 353,00 zł
17.05.2026;Jabłka;11 253,00 zł;8 327,20 zł
29.06.2026;Pomidory;10 755,00 zł;8 281,40 zł
30.01.2026;Pomarańcze;11 599,00 zł;4 987,60 zł
26.02.2026;Banany;7 726,00 zł;2 472,30 zł
30.03.2026;Banany;10 564,00 zł;8 028,60 zł
12.01.2026;Gruszki;6 011,00 zł;3 426,30 zł
22.09.2026;Pomarańcze;4 519,00 zł;1 807,60 zł
9.01.2026;Pomarańcze;6 276,00 zł;2 824,20 zł
25.03.2026;Pomidory;9 476,00 zł;3 411,40 zł
25.08.2026;Ziemniaki;7 660,00 zł;5 438,60 zł
13.02.2026;Gruszki;3 608,00 zł;1 948,30 zł
16.07.2026;Pomarańcze;7 947,00 zł;4 132,40 zł
6.09.2026;Pomidory;5 038,00 zł;3 526,60 zł
12.02.2026;Marchew;2 176,00 zł;1 653,80 zł
6.01.2026;Ziemniaki;6 543,00 zł;4 776,40 zł
3.03.2026;Pomidory;1 602,00 zł;1 217,50 zł
1.01.2026;Ziemniaki;8 761,00 zł;4 730,90 zł
24.04.2026;Jabłka;10 573,00 zł;6 978,20 zł
