Data;Produkt;Przychód;Koszt
3.04.2025;Ziemniaki;1 436,00 zł;947,80 zł
4.11.2025;Marchew;10 191,00 zł;6 929,90 zł
13.08.2025;Gruszki;11 155,00 zł;6 581,50 zł
2.08.2025;Marchew;9 549,00 zł;2 864,70 zł
4.08.2025;Pomarańcze;10 343,00 zł;3 309,80 zł
16.03.2025;Gruszki;4 409,00 zł;3 174,50 zł
15.03.2025;Pomidory;1 959,00 zł;1 097,00 zł
30.10.2025;Banany;3 309,00 zł;1 323,60 zł
3.05.2025;Jabłka;4 840,00 zł;2 710,40 zł
22.04.2025;Pomidory;9 256,00 zł;5 461,00 zł
12.03.2025;Gruszki;3 150,00 zł;2 236,50 zł
17.06.2025;Marchew;4 900,00 zł;1 862,00 zł
15.07.2025;Jabłka;6 903,00 zł;3 037,30 zł
6.10.2025;Jabłka;1 905,00 zł;1 181,10 zł
30.05.2025;Pomarańcze;5 115,00 zł;2 966,70 zł
9.01.2025;Marchew;5 929,00 zł;4 683,90 zł
7.07.2025;Banany;2 621,00 zł;1 651,20 zł
16.04.2025;Pomidory;8 024,00 zł;5 215,60 zł
3.09.2025;Jabłka;1 721,00 zł;740,00 zł
12.11.2025;Marchew;9 180,00 zł;6 609,60 zł
3.05.2025;Pomidory;7 444,00 zł;5 285,20 zł
18.11.2025;Jabłka;7 685,00 zł;5 072,10 zł
16.07.2025;Marchew;6 048,00 zł;2 963,50 zł
30.07.2025;Pomidory;7 393,00 zł;4 731,50 zł
19.06.2025;Gruszki;5 096,00 zł;2 751,80 zł
8.05.2025;Pomidory;11 815,00 zł;6 143,80 zł
9.11.2025;Pomarańcze;5 859,00 zł;3 398,20 zł
11.09.2025;Jabłka;7 168,00 zł;4 874,20 zł
19.10.2025;Banany;7 257,00 zł;2 757,70 zł
19.10.2025;Banany;5 350,00 zł;4 119,50 zł
29.08.2025;Marchew;6 055,00 zł;2 179,80 zł
13.09.2025;Banany;7 913,00 zł;6 172,10 zł
26.10.2025;Pomidory;4 512,00 zł;1 895,00 zł
22.02.2025;Pomarańcze;5 673,00 zł;2 836,50 zł
29.11.2025;Ziemniaki;11 595,00 zł;3 478,50 zł
4.05.2025;Jabłka;6 434,00 zł;4 761,20 zł
12.03.2025;Marchew;8 517,00 zł;3 747,50 zł
24.03.2025;Jabłka;5 126,00 zł;3 229,40 zł
31.08.2025;Jabłka;9 858,00 zł;3 647,50 zł
9.12.2025;Gruszki;3 595,00 zł;2 624,40 zł
24.06.2025;Jabłka;10 123,00 zł;7 693,50 zł
3.12.2025;Pomarańcze;5 829,00 zł;2 797,90 zł
28.11.2025;Gruszki;9 437,00 zł;3 774,80 zł
5.08.2025;Pomarańcze;876,00 zł;630,70 zł
8.04.2025;Gruszki;11 635,00 zł;4 072,30 zł
17.06.2025;Pomidory;11 703,00 zł;7 841,00 zł
15.08.2025;Banany;6 779,00 zł;4 270,80 zł
17.07.2025;Banany;8 145,00 zł;6 516,00 zł
21.10.2025;Pomarańcze;8 765,00 zł;5 259,00 zł
18.09.2025;Jabłka;4 304,00 zł;1 377,30 zł
12.11.2025;Pomarańcze;10 269,00 zł;4 929,10 zł
18.10.2025;Pomidory;6 566,00 zł;4 399,20 zł
24.03.2025;Banany;9 512,00 zł;5 517,00 zł
19.09.2025;Pomarańcze;7 051,00 zł;2 256,30 zł
17.06.2025;Jabłka;3 258,00 zł;1 466,10 zł
5.07.2025;Ziemniaki;9 856,00 zł;4 730,90 zł
12.01.2025;Pomarańcze;10 872,00 zł;4 457,50 zł
1.08.2025;Gruszki;7 224,00 zł;4 695,60 zł
12.07.2025;Marchew;10 742,00 zł;5 371,00 zł
16.01.2025;Banany;4 576,00 zł;3 615,00 zł
20.06.2025;Banany;8 021,00 zł;3 769,90 zł
28.10.2025;Ziemniaki;10 182,00 zł;7 738,30 zł
13.03.2025;Pomarańcze;6 955,00 zł;3 547,10 zł
4.07.2025;Gruszki;932,00 zł;382,10 zł
3.12.2025;Ziemniaki;9 148,00 zł;5 671,80 zł
29.01.2025;Jabłka;5 256,00 zł;2 049,80 zł
29.12.2025;Marchew;4 064,00 zł;1 381,80 zł
9.01.2025;Pomidory;4 141,00 zł;2 401,80 zł
16.11.2025;Marchew;2 881,00 zł;1 296,50 zł
27.05.2025;Ziemniaki;1 329,00 zł;1 049,90 zł
19.01.2025;Gruszki;9 788,00 zł;6 068,60 zł
4.11.2025;Pomidory;4 635,00 zł;2 642,00 zł
8.06.2025;Pomidory;6 855,00 zł;4 730,00 zł
6.12.2025;Gruszki;3 761,00 zł;1 842,90 zł
11.04.2025;Ziemniaki;5 184,00 zł;2 643,80 zł
30.09.2025;Pomidory;945,00 zł;302,40 zł
5.04.2025;Pomidory;6 308,00 zł;2 018,60 zł
8.09.2025;Jabłka;5 777,00 zł;2 773,00 zł
5.01.2025;Banany;2 592,00 zł;1 114,60 zł
23.02.2025;Pomarańcze;10 178,00 zł;4 274,80 zł
2.03.2025;Pomarańcze;3 373,00 zł;2 057,50 zł
2.10.2025;Marchew;8 902,00 zł;6 587,50 zł
28.05.2025;Gruszki;10 723,00 zł;6 862,70 zł
23.04.2025;Banany;10 131,00 zł;3 748,50 zł
15.04.2025;Pomidory;4 923,00 zł;2 756,90 zł
14.03.2025;Jabłka;7 453,00 zł;5 589,80 zł
23.10.2025;Gruszki;5 813,00 zł;2 383,30 zł
8.06.2025;Jabłka;10 734,00 zł;6 333,10 zł
10.08.2025;Jabłka;1 680,00 zł;520,80 zł
29.05.2025;Pomarańcze;8 874,00 zł;3 460,90 zł
30.10.2025;Jabłka;8 602,00 zł;4 645,10 zł
23.08.2025;Banany;4 093,00 zł;2 087,40 zł
13.05.2025;Pomarańcze;6 115,00 zł;2 751,80 zł
26.08.2025;Jabłka;4 550,00 zł;3 003,00 zł
24.01.2025;Pomarańcze;9 225,00 zł;5 258,30 zł
14.07.2025;Pomidory;7 964,00 zł;3 424,50 zł
10.08.2025;Pomidory;2 440,00 zł;1 659,20 zł
16.08.2025;Gruszki;11 971,00 zł;4 668,70 zł
4.09.2025;Pomidory;4 467,00 zł;2 188,80 zł
7.03.2025;Ziemniaki;5 855,00 zł;3 747,20 zł
26.05.2025;Gruszki;7 228,00 zł;4 553,60 zł
11.04.2025;Ziemniaki;2 546,00 zł;1 374,80 zł
22.06.2025;Ziemniaki;4 378,00 zł;2 801,90 zł
13.03.2025;Marchew;993,00 zł;387,30 zł
15.11.2025;Marchew;5 099,00 zł;1 886,60 zł
18.03.2025;Marchew;11 361,00 zł;5 907,70 zł
28.06.2025;Jabłka;10 983,00 zł;7 578,30 zł
19.02.2025;Jabłka;10 145,00 zł;4 768,20 zł
15.05.2025;Marchew;6 391,00 zł;2 300,80 zł
23.09.2025;Gruszki;6 084,00 zł;3 163,70 zł
17.12.2025;Gruszki;7 842,00 zł;4 626,80 zł
13.09.2025;Pomidory;7 613,00 zł;6 090,40 zł
26.02.2025;Marchew;2 818,00 zł;1 183,60 zł
5.01.2025;Pomarańcze;4 900,00 zł;3 136,00 zł
30.09.2025;Pomarańcze;5 152,00 zł;3 091,20 zł
25.04.2025;Ziemniaki;4 026,00 zł;2 496,10 zł
4.03.2025;Banany;1 316,00 zł;1 026,50 zł
5.10.2025;Jabłka;6 500,00 zł;4 615,00 zł
29.01.2025;Pomidory;6 408,00 zł;2 819,50 zł
6.12.2025;Pomidory;10 123,00 zł;5 466,40 zł
14.04.2025;Jabłka;3 434,00 zł;1 201,90 zł
5.09.2025;Banany;5 044,00 zł;3 530,80 zł
20.06.2025;Jabłka;1 659,00 zł;680,20 zł
20.11.2025;Pomidory;2 035,00 zł;712,30 zł
21.05.2025;Pomarańcze;1 676,00 zł;1 206,70 zł
18.09.2025;Ziemniaki;3 989,00 zł;3 111,40 zł
16.04.2025;Marchew;9 989,00 zł;4 195,40 zł
9.06.2025;Jabłka;2 950,00 zł;1 681,50 zł
30.01.2025;Marchew;4 497,00 zł;2 923,10 zł
13.04.2025;Pomidory;11 588,00 zł;7 995,70 zł
18.01.2025;Pomidory;10 976,00 zł;5 597,80 zł
8.12.2025;Ziemniaki;2 020,00 zł;1 272,60 zł
2.07.2025;Gruszki;7 535,00 zł;2 411,20 zł
13.07.2025;Pomarańcze;1 964,00 zł;1 394,40 zł
27.08.2025;Marchew;1 267,00 zł;671,50 zł
30.06.2025;Jabłka;4 228,00 zł;2 198,60 zł
12.04.2025;Pomarańcze;2 376,00 zł;1 687,00 zł
22.07.2025;Jabłka;9 123,00 zł;5 200,10 zł
21.11.2025;Pomidory;6 919,00 zł;4 289,80 zł
30.06.2025;Jabłka;1 729,00 zł;1 106,60 zł
31.01.2025;Jabłka;980,00 zł;470,40 zł
26.02.2025;Pomarańcze;11 626,00 zł;4 301,60 zł
24.04.2025;Marchew;10 735,00 zł;6 119,00 zł
9.01.2025;Pomidory;7 428,00 zł;5 125,30 zł
21.07.2025;Pomarańcze;7 420,00 zł;5 936,00 zł
23.02.2025;Pomidory;9 572,00 zł;6 891,80 zł
10.12.2025;Banany;3 517,00 zł;2 391,60 zł
24.02.2025;Pomidory;4 674,00 zł;2 103,30 zł
1.12.2025;Gruszki;11 389,00 zł;7 630,60 zł
31.05.2025;Ziemniaki;7 976,00 zł;3 190,40 zł
21.03.2025;Marchew;8 409,00 zł;5 465,90 zł
25.12.2025;Pomidory;7 493,00 zł;4 645,70 zł
31.12.2025;Gruszki;10 382,00 zł;7 371,20 zł
22.04.2025;Banany;7 640,00 zł;4 354,80 zł
21.10.2025;Gruszki;10 499,00 zł;4 199,60 zł
7.07.2025;Pomidory;2 160,00 zł;1 188,00 zł
9.09.2025;Banany;10 291,00 zł;6 071,70 zł
27.03.2025;Marchew;8 495,00 zł;4 672,30 zł
28.06.2025;Pomarańcze;11 631,00 zł;4 187,20 zł
20.05.2025;Banany;11 764,00 zł;8 234,80 zł
6.06.2025;Jabłka;5 742,00 zł;3 732,30 zł
31.07.2025;Pomidory;3 984,00 zł;1 474,10 zł
3.02.2025;Pomarańcze;9 393,00 zł;6 950,80 zł
21.01.2025;Pomidory;11 248,00 zł;7 761,10 zł
8.10.2025;Marchew;2 332,00 zł;932,80 zł
6.06.2025;Pomidory;6 235,00 zł;2 556,40 zł
22.11.2025;Jabłka;5 499,00 zł;2 254,60 zł
8.07.2025;Pomarańcze;2 118,00 zł;1 503,80 zł
8.11.2025;Gruszki;4 399,00 zł;3 475,20 zł
9.11.2025;Jabłka;6 207,00 zł;4 344,90 zł
27.09.2025;Jabłka;965,00 zł;328,10 zł
28.11.2025;Ziemniaki;1 388,00 zł;1 068,80 zł
8.01.2025;Ziemniaki;5 668,00 zł;2 153,80 zł
24.12.2025;Gruszki;9 020,00 zł;4 870,80 zł
22.05.2025;Ziemniaki;4 761,00 zł;2 142,50 zł
8.01.2025;Gruszki;6 491,00 zł;2 142,00 zł
25.12.2025;Pomidory;4 417,00 zł;2 694,40 zł
7.01.2025;Ziemniaki;6 421,00 zł;1 926,30 zł
18.10.2025;Jabłka;9 172,00 zł;4 219,10 zł
8.07.2025;Pomidory;9 266,00 zł;6 856,80 zł
12.09.2025;Gruszki;7 651,00 zł;4 820,10 zł
23.10.2025;Pomidory;1 125,00 zł;450,00 zł
19.11.2025;Jabłka;6 807,00 zł;4 628,80 zł
11.04.2025;Pomarańcze;2 125,00 zł;1 466,30 zł
30.06.2025;Jabłka;8 691,00 zł;3 911,00 zł
3.10.2025;Jabłka;4 092,00 zł;1 718,60 zł
14.02.2025;Pomidory;7 316,00 zł;4 097,00 zł
27.12.2025;Marchew;9 423,00 zł;6 125,00 zł
1.10.2025;Marchew;8 914,00 zł;6 507,20 zł
15.02.2025;Gruszki;10 264,00 zł;3 181,80 zł
20.07.2025;Jabłka;4 335,00 zł;3 034,50 zł
18.06.2025;Banany;11 886,00 zł;8 676,80 zł
5.01.2025;Jabłka;1 879,00 zł;1 503,20 zł
2.11.2025;Pomidory;5 220,00 zł;1 931,40 zł
10.04.2025;Pomidory;7 970,00 zł;3 745,90 zł
27.12.2025;Gruszki;4 429,00 zł;1 550,20 zł
7.06.2025;Pomarańcze;10 952,00 zł;4 052,20 zł
8.11.2025;Pomarańcze;5 835,00 zł;4 026,20 zł
5.11.2025;Jabłka;790,00 zł;260,70 zł
30.11.2025;Pomidory;1 574,00 zł;582,40 zł
4.12.2025;Marchew;5 923,00 zł;4 442,30 zł
22.11.2025;Ziemniaki;5 907,00 zł;1 949,30 zł
16.12.2025;Jabłka;3 935,00 zł;2 282,30 zł
16.12.2025;Pomidory;866,00 zł;355,10 zł
18.08.2025;Banany;10 464,00 zł;5 336,60 zł
14.06.2025;Pomidory;3 728,00 zł;2 870,60 zł
22.10.2025;Pomarańcze;2 493,00 zł;1 969,50 zł
11.12.2025;Marchew;6 013,00 zł;2 886,20 zł
20.06.2025;Marchew;8 504,00 zł;5 187,40 zł
22.04.2025;Marchew;6 403,00 zł;4 866,30 zł
18.08.2025;Pomarańcze;517,00 zł;387,80 zł
17.09.2025;Marchew;3 906,00 zł;1 796,80 zł
17.09.2025;Ziemniaki;2 430,00 zł;1 287,90 zł
28.07.2025;Pomarańcze;6 382,00 zł;4 084,50 zł
15.04.2025;Pomidory;5 119,00 zł;2 405,90 zł
25.03.2025;Marchew;6 373,00 zł;3 823,80 zł
9.03.2025;Banany;3 655,00 zł;2 814,40 zł
22.10.2025;Marchew;5 637,00 zł;3 551,30 zł
2.01.2025;Ziemniaki;8 264,00 zł;3 223,00 zł
13.08.2025;Pomarańcze;4 610,00 zł;2 812,10 zł
9.02.2025;Marchew;1 639,00 zł;901,50 zł
3.02.2025;Gruszki;1 987,00 zł;695,50 zł
6.01.2025;Jabłka;1 034,00 zł;589,40 zł
27.02.2025;Pomarańcze;8 833,00 zł;5 653,10 zł
3.06.2025;Marchew;4 067,00 zł;3 090,90 zł
23.08.2025;Banany;6 209,00 zł;3 042,40 zł
15.11.2025;Banany;6 928,00 zł;2 979,00 zł
1.04.2025;Marchew;1 739,00 zł;869,50 zł
26.10.2025;Ziemniaki;3 637,00 zł;2 436,80 zł
11.01.2025;Pomidory;827,00 zł;471,40 zł
20.08.2025;Pomidory;6 175,00 zł;4 693,00 zł
21.07.2025;Banany;8 675,00 zł;4 424,30 zł
3.09.2025;Pomidory;2 902,00 zł;2 060,40 zł
29.10.2025;Pomarańcze;5 375,00 zł;2 472,50 zł
11.04.2025;Jabłka;5 839,00 zł;3 386,60 zł
9.12.2025;Marchew;8 511,00 zł;4 340,60 zł
22.09.2025;Banany;3 201,00 zł;1 280,40 zł
31.05.2025;Marchew;11 116,00 zł;6 780,80 zł
23.03.2025;Banany;5 241,00 zł;2 410,90 zł
18.12.2025;Pomarańcze;7 722,00 zł;6 100,40 zł
14.12.2025;Pomarańcze;4 072,00 zł;2 809,70 zł
17.09.2025;Pomarańcze;4 037,00 zł;1 816,70 zł
20.10.2025;Marchew;10 892,00 zł;4 792,50 zł
23.05.2025;Jabłka;2 976,00 zł;1 547,50 zł
1.11.2025;Gruszki;4 834,00 zł;2 562,00 zł
20.03.2025;Jabłka;10 451,00 zł;7 524,70 zł
7.04.2025;Ziemniaki;2 651,00 zł;2 094,30 zł
13.07.2025;Ziemniaki;2 957,00 zł;1 715,10 zł
19.08.2025;Banany;7 189,00 zł;3 666,40 zł
19.10.2025;Banany;5 447,00 zł;3 704,00 zł
27.02.2025;Gruszki;8 109,00 zł;5 838,50 zł
9.06.2025;Banany;2 394,00 zł;1 867,30 zł
4.06.2025;Ziemniaki;10 043,00 zł;3 816,30 zł
15.10.2025;Marchew;11 124,00 zł;4 227,10 zł
25.08.2025;Gruszki;10 134,00 zł;8 107,20 zł
6.01.2025;Banany;1 597,00 zł;1 086,00 zł
19.02.2025;Marchew;6 546,00 zł;3 469,40 zł
2.09.2025;Banany;3 550,00 zł;2 840,00 zł
23.09.2025;Banany;11 689,00 zł;7 948,50 zł
6.08.2025;Ziemniaki;5 794,00 zł;2 665,20 zł
16.09.2025;Pomidory;11 986,00 zł;6 951,90 zł
25.04.2025;Ziemniaki;11 699,00 zł;5 615,50 zł
12.07.2025;Gruszki;10 334,00 zł;8 163,90 zł
8.12.2025;Pomidory;11 740,00 zł;8 100,60 zł
28.07.2025;Pomidory;2 321,00 zł;1 694,30 zł
1.05.2025;Jabłka;7 642,00 zł;3 056,80 zł
17.05.2025;Gruszki;7 014,00 zł;3 857,70 zł
3.05.2025;Banany;6 228,00 zł;3 674,50 zł
13.07.2025;Marchew;10 310,00 zł;5 670,50 zł
13.01.2025;Pomarańcze;6 251,00 zł;2 250,40 zł
28.07.2025;Pomarańcze;3 747,00 zł;1 911,00 zł
14.09.2025;Marchew;860,00 zł;593,40 zł
8.10.2025;Gruszki;6 361,00 zł;1 908,30 zł
29.10.2025;Jabłka;11 147,00 zł;3 455,60 zł
3.03.2025;Marchew;2 005,00 zł;1 443,60 zł
27.02.2025;Pomarańcze;2 497,00 zł;1 772,90 zł
9.11.2025;Jabłka;8 409,00 zł;2 690,90 zł
25.06.2025;Ziemniaki;2 505,00 zł;1 402,80 zł
25.05.2025;Banany;2 846,00 zł;1 565,30 zł
15.02.2025;Pomidory;10 518,00 zł;6 416,00 zł
16.07.2025;Pomarańcze;5 209,00 zł;3 906,80 zł
29.03.2025;Pomidory;1 642,00 zł;1 198,70 zł
19.08.2025;Banany;6 467,00 zł;1 940,10 zł
6.09.2025;Banany;4 860,00 zł;3 353,40 zł
8.12.2025;Gruszki;957,00 zł;382,80 zł
2.01.2025;Pomarańcze;4 906,00 zł;2 551,10 zł
11.02.2025;Ziemniaki;9 944,00 zł;7 259,10 zł
17.12.2025;Ziemniaki;11 159,00 zł;5 579,50 zł
18.09.2025;Pomidory;7 557,00 zł;5 214,30 zł
11.10.2025;Pomidory;5 417,00 zł;4 062,80 zł
21.12.2025;Ziemniaki;1 159,00 zł;869,30 zł
28.01.2025;Pomarańcze;6 019,00 zł;3 310,50 zł
5.02.2025;Marchew;2 547,00 zł;1 324,40 zł
23.03.2025;Pomidory;10 484,00 zł;4 088,80 zł
23.09.2025;Marchew;518,00 zł;290,10 zł
18.04.2025;Jabłka;1 516,00 zł;1 212,80 zł
17.03.2025;Ziemniaki;9 949,00 zł;6 068,90 zł
15.04.2025;Pomarańcze;5 765,00 zł;2 882,50 zł
31.12.2025;Gruszki;5 590,00 zł;3 298,10 zł
21.03.2025;Banany;4 012,00 zł;2 487,40 zł
28.03.2025;Ziemniaki;5 092,00 zł;3 615,30 zł
18.03.2025;Pomidory;1 865,00 zł;1 230,90 zł
17.07.2025;Gruszki;1 305,00 zł;626,40 zł
30.01.2025;Marchew;2 437,00 zł;1 705,90 zł
8.07.2025;Banany;11 041,00 zł;7 728,70 zł
1.04.2025;Marchew;9 257,00 zł;3 332,50 zł
12.08.2025;Pomarańcze;10 826,00 zł;3 572,60 zł
9.08.2025;Ziemniaki;735,00 zł;529,20 zł
30.10.2025;Ziemniaki;6 403,00 zł;2 369,10 zł
24.02.2025;Banany;7 078,00 zł;3 539,00 zł
8.07.2025;Jabłka;7 188,00 zł;3 737,80 zł
1.07.2025;Banany;4 622,00 zł;2 495,90 zł
27.10.2025;Pomarańcze;8 904,00 zł;5 253,40 zł
